Page ID,Page name,Disclaimer,Amount spent (ISK)
117776632071,Slysavarnafélagið Landsbjörg,Slysavarnafélagið Landsbjörg,3805
314036327204,VR,VR,459
105986171646268,Diljá Mist,Diljá Einarsdóttir,131
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,126
92267063303,Stöð 2,Stöð 2,≤100
1011307815614890,Ríkislögreglustjóri,Ríkislögreglustjóri,≤100
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,≤100
106430331983242,Ragnhildur Alda M. Vilhjálmsdóttir,Ragnhildur Alda Vilhjálmsdóttir,≤100
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,≤100
