Page ID,Page name,Disclaimer,Amount spent (USD)
324882354342147,Krivosheev.live,Denis Krivosheyev,≤100
106369298780721,Арман Джумагельдиев,Арман Джумагельдиев,≤100
1945250445581724,Ведомости Казахстана,Валерий Самарец-Сурганов,≤100
101720929392107,Дмитрий Олейников,Дмитрий Олейников,≤100
105747815677191,Қантар: кого отмазывают власти,Айдар Бөгембайұлы,≤100
111140845160140,zelenayalenta,These ads ran without a disclaimer,≤100
170032706814473,Республика - Kazakhstan 2.0,Юлия Козлова,≤100
101750932567316,Globalnews.kz,These ads ran without a disclaimer,≤100
613142792176360,Sotreport.kz,Sotreport.kz,≤100
320948257943554,Бостонский Кругозор,These ads ran without a disclaimer,≤100
