Page ID,Page name,Disclaimer,Amount spent (CRC)
117702158266385,Antonio Álvarez Desanti,Antonio Álvarez Desanti,1084
265843867173714,La Revista,La Revista,145
161538647202796,David Segura - Diputado,David Segura - Diputado,127
442223126603860,Upala Avanza,Upala Avanza,111
529759470407402,Nelson Ugalde Rojas,Nelson Ugalde Rojas,≤100
118459734573524,Coopemun R.L,These ads ran without a disclaimer,≤100
103736139244309,Coach Mercedez Lerne,These ads ran without a disclaimer,≤100
109226351931340,Jimena Gonzalez,These ads ran without a disclaimer,≤100
113224571601559,Lectura obligada,These ads ran without a disclaimer,≤100
