Page ID,Page name,Disclaimer,Amount spent (CRC)
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,1663
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,1663
109536051432220,Olga Morera - Diputada,Olga Morera Arrieta,1108
117476041631671,AmCham Costa Rica,AmCham Costa Rica,554
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,554
102643532445938,Ada Acuña - Diputada,Jacqui Solano,391
265843867173714,La Revista,La Revista,189
299756937371188,Cristian Valverde,Cristian Val,124
104776135787702,lizlivingblue,These ads ran without a disclaimer,≤100
985173398241132,Gloria Bournigal,These ads ran without a disclaimer,≤100
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,≤100
105333165416452,constantino.sc,These ads ran without a disclaimer,≤100
