Page ID,Page name,Disclaimer,Amount spent (GTQ)
187073013532,Partido VIVA,Partido Político Visión con Valores,≤100
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,≤100
1630952833827354,Armando Castillo,Armando  Damian Castillo Alvarado,≤100
104917155362067,Roberto Arzu García-Granados,Roberto Arzú García-Granados,≤100
331961940541181,Partido Victoria,Partido Político Victoria,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
109189810962889,Comunidad Elefante,Shorik Yann Mejia Blanco,≤100
105384455082258,Luz de la Academia Jurídica,These ads ran without a disclaimer,≤100
110686825186521,Gualán nos UNE,Gualán nos UNE,≤100
109323133802939,Neurona,Neurona,≤100
281554395331686,República,"Republica GT, S.A.",≤100
106274344755680,Exness LATAM,These ads ran without a disclaimer,≤100
724693277719823,Drivepedia,These ads ran without a disclaimer,≤100
