Page ID,Page name,Disclaimer,Amount spent (GTQ)
187073013532,Partido VIVA,Partido Político Visión con Valores,110
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,≤100
1630952833827354,Armando Castillo,Armando  Damian Castillo Alvarado,≤100
331961940541181,Partido Victoria,Partido Político Victoria,≤100
102762215788405,VOS.gt,VOS.gt,≤100
104917155362067,Roberto Arzu García-Granados,Roberto Arzú García-Granados,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
101405406148203,Valor Suchitepequez,Byron Estuardo Villatorio Liu,≤100
109189810962889,Comunidad Elefante,Shorik Yann Mejia Blanco,≤100
633533543959309,Noticias la Red Gt San Pedro Sacatepéquez,Jennifer Lopez,≤100
105384455082258,Luz de la Academia Jurídica,These ads ran without a disclaimer,≤100
124903597538641,Asociación ixim,Asociación ixim,≤100
109323133802939,Neurona,Neurona,≤100
281554395331686,República,"Republica GT, S.A.",≤100
345419408148,Prensa Libre,These ads ran without a disclaimer,≤100
