Page ID,Page name,Disclaimer,Amount spent (BAM)
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
865574336792291,Razne Štikle online prodaja,These ads ran without a disclaimer,≤100
102667249419191,GenChange,Arijana Trle,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100
162926690478548,Oslobodjenje,Oslobodjenje,≤100
1637100656579044,Began Muhić - v.d. gradonačelnik Živinica,Began Muhić - v.d. gradonačelnik Živinica,≤100
109652028193268,Revizije info,Revizije info,≤100
104992122558073,Valter.Portal,Valter.Portal,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
147315858633088,Istinomjer,Istinomjer,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
120481645203741,Dragan Bursać,Dragan Bursać,≤100
103398605332895,Kreševski građanski pokret,These ads ran without a disclaimer,≤100
85069283164,Admir Čavalić,Admir Čavalić,≤100
1508133079498226,Grad Živinice,Grad Živinice,≤100
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100
1407894932868655,Omladinski Pokret Revolt,Omladinski pokret Revolt,≤100
105066375012197,Kenan Magoda,Kenan Magoda,≤100
107064071522979,Hello home decor,These ads ran without a disclaimer,≤100
101820526552763,Biscani.net,Biscani.net,≤100
119698898115100,Vedad Deljković info,Vedad Deljković,≤100
565225540184937,CGTN,These ads ran without a disclaimer,≤100
110038557114533,Imagine5,These ads ran without a disclaimer,≤100
35335786143,Cat Electric Power,These ads ran without a disclaimer,≤100
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100
107237888124833,Vy Oanh Authentic - Túi xách cao cấp uy tín,These ads ran without a disclaimer,≤100
113388621278432,Freedom for Norway,These ads ran without a disclaimer,≤100
100200532855012,Pyrpose,These ads ran without a disclaimer,≤100
