Page ID,Page name,Disclaimer,Amount spent (NOK)
131631106897687,Øygarden FrP,Øygarden FrP,447
234659001772,Arbeiderpartiet,Arbeiderpartiet,436
10953652930,Høyre,Høyre,391
103057921635136,Folkets Parti Bergen,Foreningen FNB Bergen,348
371106536283235,DAG OG TID,Dag og Tid AS,348
135843375926,UNICEF Norge,UNICEF Norge,276
170653772985183,Bergen MDG,Miljøpartiet De Grønne Bergen,185
106525135779095,Forebygging som fungerer,Tryggere Ruspolitikk,156
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,131
322525743444,Get Inspired,These ads ran without a disclaimer,124
171540532874418,Arbeiderpartiet i Bergen,Arbeiderpartiet i Bergen,112
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,108
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,107
102203325950193,Ingvild Lemme Kristiansen,Stendi,≤100
149452772322646,Snusinfo.no,Swedich Match Norge,≤100
20468812735,LO,LO,≤100
1583324988565868,Stortinget,Stortinget,≤100
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,≤100
131267734363,Kirkens Nødhjelp,Kirkens Nødhjelp,≤100
1875902792622658,Øygarden Arbeidarparti,Øygarden Arbeidarparti,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge,≤100
11526489541,Senterpartiet,Senterpartiet,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,≤100
387075338568282,Pressure,Pressure,≤100
226417544192807,Tankesmien Agenda,Tankesmien Agenda,≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
111036919049229,Offshore Norge,Offshore Norge,≤100
189196954458836,Klar Tale,Stiftelsen Klar Tale,≤100
108203984145752,Kruse Larsen,Kruse Larsen,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
227191093978100,Bømlo Arbeiderparti,Bømlo Arbeiderparti,≤100
113006005045036,Attack konferansen,Attack konferansen,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
118470544845764,Moss SV,Moss SV,≤100
111322125898812,Filter Nyheter,Filter Nyheter,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
128566103830426,Civita,Civita AS,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge SA,≤100
112631767587663,Meninger24,Meninger24,≤100
275389322558295,LOs sommerpatrulje,LO,≤100
101517431718355,Generasjonspartiet,Generasjonspartiet,≤100
100885889429302,Verdinytt,Verdinytt AS,≤100
10254410675,Venstre,Venstre,≤100
119062344777724,Bjerke FrP,Bjerke FrP,≤100
159084565236,Transit magasin,Transit Media AS,≤100
511107742592187,Lawemedia,These ads ran without a disclaimer,≤100
544509242351729,Felleslista Færder Rødt/SV,Felleslista Færder Rødt/SV,≤100
412013495658019,Aurland Senterparti,Aurland Senterparti,≤100
216398705057225,Enebakk Arbeiderparti,Enebakk Arbeiderparti,≤100
200983583270624,NHO Service og Handel,NHO Service og Handel,≤100
110319640757764,Leadvent Group,These ads ran without a disclaimer,≤100
192765217401184,Fru Timian,These ads ran without a disclaimer,≤100
119642604483174,EU News,These ads ran without a disclaimer,≤100
158714780827513,UNFPA,These ads ran without a disclaimer,≤100
468621919972556,Stefan Gerrits Photography,These ads ran without a disclaimer,≤100
111891255254882,Cornerstone Business Group,These ads ran without a disclaimer,≤100
109331392125801,Luana Vieira,These ads ran without a disclaimer,≤100
119521264725553,Q21,These ads ran without a disclaimer,≤100
205332123261241,Знакомства RusDate,These ads ran without a disclaimer,≤100
109364642176231,Yap Bussines,These ads ran without a disclaimer,≤100
