Page ID,Page name,Disclaimer,Amount spent (VND)
109874745174543,Vàng Bạc Kim Ngọc Anh,These ads ran without a disclaimer,4581
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,4189
101825789362820,Trung Tâm Điều Trị U - Triệt Tiêu Các Tế Bào Ung Thư 3,These ads ran without a disclaimer,2787
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,2348
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,1765
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,1575
101291915685026,Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,822
408751076538567,Thầy thuốc Phạm Văn Thanh - Sức Khỏe Cho Người Tiểu Đường,These ads ran without a disclaimer,753
101307016333491,Cha Phêrô Nguyễn Văn Tường,These ads ran without a disclaimer,568
479359388848657,KetnoiSingapore,These ads ran without a disclaimer,365
105454012331966,Chủ Tịch Vân Anh,These ads ran without a disclaimer,254
111505864946076,"CH Football - Chuyên quần áo bóng đá, phụ kiện, dịch vụ in ấn, thêu logo",These ads ran without a disclaimer,172
107817672184695,Trần Bảo Khương,These ads ran without a disclaimer,119
108685817326606,Truther Piece Official,These ads ran without a disclaimer,≤100
