Page ID,Page name,Disclaimer,Amount spent (NOK)
234659001772,Arbeiderpartiet,Arbeiderpartiet,644
10953652930,Høyre,Høyre,389
371106536283235,DAG OG TID,Dag og Tid AS,322
103057921635136,Folkets Parti Bergen,Foreningen FNB Bergen,312
131631106897687,Øygarden FrP,Øygarden FrP,304
135843375926,UNICEF Norge,UNICEF Norge,278
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,221
106525135779095,Forebygging som fungerer,Tryggere Ruspolitikk,175
170653772985183,Bergen MDG,Miljøpartiet De Grønne Bergen,174
132368899297,Framtiden i våre hender,Framtiden i våre hender,122
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,121
171540532874418,Arbeiderpartiet i Bergen,Arbeiderpartiet i Bergen,118
322525743444,Get Inspired,These ads ran without a disclaimer,112
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,109
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
102203325950193,Ingvild Lemme Kristiansen,Stendi,≤100
149452772322646,Snusinfo.no,Swedich Match Norge,≤100
20468812735,LO,LO,≤100
197257483646326,Voss Arbeidarparti,Voss Arbeidarparti,≤100
153402168051875,Bergen Senterparti,Bergen Senterparti,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,≤100
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,≤100
11526489541,Senterpartiet,Senterpartiet,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
387075338568282,Pressure,Pressure,≤100
226417544192807,Tankesmien Agenda,Tankesmien Agenda,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
111036919049229,Offshore Norge,Offshore Norge,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
227191093978100,Bømlo Arbeiderparti,Bømlo Arbeiderparti,≤100
157932564240522,Lørenskog FrP,Lørenskog FrP,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
330056561320,Changemaker Norge,Changemaker Norge,≤100
1374337129548933,Bremanger Arbeidarparti,Bremanger Arbeidarparti,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
111322125898812,Filter Nyheter,Filter Nyheter,≤100
189196954458836,Klar Tale,Stiftelsen Klar Tale,≤100
173739506066242,LO Internasjonalt,LO,≤100
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge SA,≤100
227438343945838,Forum for utvikling og miljø,Forum for utvikling og miljø,≤100
128566103830426,Civita,Civita AS,≤100
112631767587663,Meninger24,Meninger24,≤100
100231879042950,Fylkesordførerkandidat Niklas Memic-Eriksen - FrP,Fylkesordførerkandidat Niklas Memic-Eriksen - FrP,≤100
10254410675,Venstre,Venstre,≤100
159084565236,Transit magasin,Transit Media AS,≤100
119062344777724,Bjerke FrP,Bjerke FrP,≤100
544509242351729,Felleslista Færder Rødt/SV,Felleslista Færder Rødt/SV,≤100
412013495658019,Aurland Senterparti,Aurland Senterparti,≤100
100885889429302,Verdinytt,Verdinytt AS,≤100
275389322558295,LOs sommerpatrulje,LO,≤100
200983583270624,NHO Service og Handel,NHO Service og Handel,≤100
587089404733523,Vestre Toten Arbeiderparti,Vestre Toten Arbeiderparti,≤100
101517431718355,Generasjonspartiet,Generasjonspartiet,≤100
217610311592724,Bærum Arbeiderparti,Bærum Arbeiderparti,≤100
857817357610536,Ørsta FrP,Ørsta FrP,≤100
192765217401184,Fru Timian,These ads ran without a disclaimer,≤100
504462853625184,Aure Høyre,Aure Høyre,≤100
205332123261241,Знакомства RusDate,These ads ran without a disclaimer,≤100
136088969880141,AirHelp,These ads ran without a disclaimer,≤100
110329025422809,Срочные новости,These ads ran without a disclaimer,≤100
110010982106675,Spire Corporation,These ads ran without a disclaimer,≤100
106270215428,Wix,These ads ran without a disclaimer,≤100
511107742592187,Lawemedia,These ads ran without a disclaimer,≤100
