Page ID,Page name,Disclaimer,Amount spent (ZAR)
102765088210163,Action SA,ActionSA,157
817419378298114,Herman Mashaba,ActionSA,131
740116816003959,Western Cape Government,Western Cape Government,≤100
136956534616,Times LIVE,TimesLIVE,≤100
106863257383566,Govenment Approved Debt Review Program,These ads ran without a disclaimer,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
165246196904704,Sakeliga,Sakeliga,≤100
2145594122138312,Action Society,Action Society,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
112722630147219,The Liesbeek Action Campaign,Liesbeek Action Campaign,≤100
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100
311936835992045,Dear South Africa,DearSA,≤100
103131862424141,IZWE LETHU PARTY,IZWE LETHU PARTY,≤100
273189143282803,Leadership for Conservation in Africa - LCA,These ads ran without a disclaimer,≤100
