Page ID,Page name,Disclaimer,Amount spent (SAR)
228097472888,International Open University - IOU,These ads ran without a disclaimer,≤100
100889322590952,عطر الكلام,These ads ran without a disclaimer,≤100
111870387201458,Green Farms World,These ads ran without a disclaimer,≤100
107847177821253,NOW الشرق,These ads ran without a disclaimer,≤100
516336238890012,Simply South,These ads ran without a disclaimer,≤100
1443904622515750,Egytronix Design and Automation,These ads ran without a disclaimer,≤100
101616782888805,Travel Away,These ads ran without a disclaimer,≤100
174334992649479,Yasir Khan Suri - YKS,These ads ran without a disclaimer,≤100
427648547297783,Hasan Ismaik - حسن إسميك,These ads ran without a disclaimer,≤100
100857675472522,ScreeN+,These ads ran without a disclaimer,≤100
115746061447594,prismtoothpastetabs,These ads ran without a disclaimer,≤100
105945915201831,m.mustun,These ads ran without a disclaimer,≤100
108843652138662,hazrathariz,These ads ran without a disclaimer,≤100
