Page ID,Page name,Disclaimer,Amount spent (ZAR)
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,942
133307190069756,Amnesty International South Africa,Amnesty International South Africa,494
1742410059361710,AwakeMzansi,Awake Mzansi,396
136956534616,Times LIVE,TimesLIVE,391
57206003848,Greenpeace Africa,Greenpeace Africa,325
102268322635915,The Finance Daily,The Finance Daily,266
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,243
478479492268974,Sunday Times ZA,Sunday Times,211
181204251979581,NEASA,National Employers' Association of South Africa,171
116657351312927,Pledge To Vote SA,Pledge to Vote,141
2145594122138312,Action Society,Action Society,131
1613107698993129,Jenwil BlueStar Potchefstroom,Jenwil BlueStar,128
107169379305548,TLU SA,TLU SA,114
6011868110,Democratic Alliance,Democratic Alliance,113
225941290782035,Parliament of the Republic of South Africa,Parliament of the Republic of South Africa,106
529955580364212,SMA International,These ads ran without a disclaimer,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
103278761413963,Empowering SA,Empowering SA,≤100
448191278579586,Democratic Alliance Gauteng,Democratic Alliance Gauteng,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
629021617133721,Judges Matter,Judges Matter,≤100
379138726819,ACDP,African Christian Democratic Party,≤100
384422538296426,United Palestinian Appeal - UPA,These ads ran without a disclaimer,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
10750083165,The Africa Report,These ads ran without a disclaimer,≤100
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100
113159965034772,the_green_food_co,These ads ran without a disclaimer,≤100
311936835992045,Dear South Africa,DearSA,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
104692291218239,DA Free State Future Leaders Programme,Democratic Alliance Free State,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign,Sipho Pienaar Malapane,≤100
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,≤100
167327710092323,Mollaei Law,These ads ran without a disclaimer,≤100
104859012022170,Snow Flower Village,These ads ran without a disclaimer,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
2119732698342937,Vodafone Group,These ads ran without a disclaimer,≤100
109945565296604,Black Kids' Health,These ads ran without a disclaimer,≤100
105646628242035,Money Sense,These ads ran without a disclaimer,≤100
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,≤100
6115848166,Nature Portfolio,These ads ran without a disclaimer,≤100
