Page ID,Page name,Disclaimer,Amount spent (VND)
121473045207787,Như Hoa,These ads ran without a disclaimer,71374
868529503523962,Vân Hiền,These ads ran without a disclaimer,60893
136777237006600,Dương Thuý,These ads ran without a disclaimer,47583
104462548985190,Huyền Thảo,These ads ran without a disclaimer,25744
105033305594595,Nguyệt Hương,These ads ran without a disclaimer,9584
111831663772285,BOMvn,BOMvn,4374
113572597633089,Linh Hiền,These ads ran without a disclaimer,3987
113791813611399,Kim Hoa,These ads ran without a disclaimer,3451
101706612600436,Liên Vy,These ads ran without a disclaimer,2980
1507429892822619,BOM Money,BOM Money,1201
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,≤100
101865258169428,ĐEN Secondhand,ĐEN Secondhand,≤100
104640271243082,Bách Hóa Ăn Dặm,Bách Hóa Ăn Dặm,≤100
108251684871703,Lemon8,These ads ran without a disclaimer,≤100
