Page ID,Page name,Disclaimer,Amount spent (ZAR)
102268322635915,The Finance Daily,The Finance Daily,1699
6011868110,Democratic Alliance,Democratic Alliance,595
136956534616,Times LIVE,TimesLIVE,523
57206003848,Greenpeace Africa,Greenpeace Africa,460
1742410059361710,AwakeMzansi,Awake Mzansi,401
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,337
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,249
478479492268974,Sunday Times ZA,Sunday Times,210
116657351312927,Pledge To Vote SA,Pledge to Vote,171
102265308016316,Al Jama-ah,Al Jama-ah,157
817419378298114,Herman Mashaba,ActionSA,111
2145594122138312,Action Society,Action Society,101
107169379305548,TLU SA,TLU SA,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
1442286572460668,Inside Education,Inside Politics,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
259922021421962,VF Plus - Vrystaat,VF Plus Vrystaat,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
629021617133721,Judges Matter,Judges Matter,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
618787431488714,Democratic Alliance Youth Free State,Democratic Alliance Free State,≤100
2092924957605425,Solis,These ads ran without a disclaimer,≤100
108798298438191,drpattirose,These ads ran without a disclaimer,≤100
105558698809934,SRNE Solar,These ads ran without a disclaimer,≤100
109675554729636,photopado,These ads ran without a disclaimer,≤100
112220134851421,Under the Sisterhood,These ads ran without a disclaimer,≤100
