Page ID,Page name,Disclaimer,Amount spent (VND)
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,13969
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,11757
101291915685026,Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,7435
101478189323986,Thầy Phạm Văn Thanh Lào Cai,These ads ran without a disclaimer,4296
153048352104402,Chương trình đào tạo cử nhân trực tuyến - Học viện Tài Chính,These ads ran without a disclaimer,1982
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,1824
100428479744928,Cổ Phần Vận Tải Ust Trước IP,These ads ran without a disclaimer,1321
100616169438350,Đào Minh Vương,These ads ran without a disclaimer,1156
108685817326606,Truther Piece Official,These ads ran without a disclaimer,554
1433703283355526,Tủ Sách Pháp Luật,These ads ran without a disclaimer,323
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
103870899435719,Lương Y Phạm Văn Thanh _ Chữa Dứt Điểm bệnh Dạ Dày Đại Tràng,These ads ran without a disclaimer,≤100
101064375265743,Lương Y Phạm Văn Thanh - Chữa Dạ Dày Xương khớp Lh 0395126623,These ads ran without a disclaimer,≤100
621083371323466,인민망,These ads ran without a disclaimer,≤100
