Page ID,Page name,Disclaimer,Amount spent (ZAR)
740116816003959,Western Cape Government,Western Cape Government,6968
107681864296588,Western Cape Gambling and Racing Board,Western Cape Gambling and Racing Board,1452
6011868110,Democratic Alliance,Democratic Alliance,423
57206003848,Greenpeace Africa,Greenpeace Africa,412
1613030308842801,Democratic Alliance Western Cape,Democratic Alliance,212
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,175
136956534616,Times LIVE,TimesLIVE,169
2145594122138312,Action Society,Action Society,166
144985128871748,City of Cape Town,Sanelisiwe Owethu Ntabeni,139
133307190069756,Amnesty International South Africa,Amnesty International South Africa,118
102265308016316,Al Jama-ah,Al Jama-ah,116
54779960819,United Nations,United Nations with Facebook Ad Credits,108
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,≤100
581475018952196,Good,GOOD Political Party,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
107169379305548,TLU SA,TLU SA,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
103278761413963,Empowering SA,Empowering SA,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
126052760507,Mama Cash,These ads ran without a disclaimer,≤100
268271896588240,Rebel Thriver,These ads ran without a disclaimer,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
102765088210163,Action SA,ActionSA,≤100
158714780827513,UNFPA,UNFPA,≤100
158714780827513,UNFPA,These ads ran without a disclaimer,≤100
571775202881997,Democratic Alliance - Mossel Bay Constituency,Democratic Alliance Mossel Bay Constituency,≤100
352750108111863,LexisNexis South Africa,LexisNexis South Africa,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
311936835992045,Dear South Africa,DearSA,≤100
144985128871748,City of Cape Town,City of Cape Town,≤100
123971017684407,HeraldLIVE - Nelson Mandela Bay,HeraldLIVE,≤100
105437855565962,onverstrokke_ek,These ads ran without a disclaimer,≤100
108741524217559,Mayorspeaks,These ads ran without a disclaimer,≤100
986309588105328,Africa Schoolhouse Foundation,These ads ran without a disclaimer,≤100
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100
110095967929912,Best Of The Best On Kickstarter,These ads ran without a disclaimer,≤100
1531127980478123,Mai Banda Music,These ads ran without a disclaimer,≤100
100985354978590,The OATHE Project,These ads ran without a disclaimer,≤100
