Page ID,Page name,Disclaimer,Amount spent (VEF)
148231808588187,Gatorade Venezuela,an advertiser in Venezuela,4250000
11449543593,Carlos Ocariz,an advertiser in Venezuela,3250000
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,500000
1727280190891954,FRANCE 24 Español,These ads ran without a disclaimer,265013
102901055579612,Alcaldia Alberto Adriani,an advertiser in Venezuela,250000
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,250000
101163591558152,PTC Therapeutics SAM,These ads ran without a disclaimer,95625
103546821029168,Sandra Milena Rey / Samy Rey,These ads ran without a disclaimer,85014
102795529046195,"Koboa - South American Tabletop Fantasy Setting For 5e, PF2, and Black Flag",These ads ran without a disclaimer,≤100
106120175623925,A-thletes.media,These ads ran without a disclaimer,≤100
124193294267113,Medicable,These ads ran without a disclaimer,≤100
1453114248315341,Hispanos Press,These ads ran without a disclaimer,≤100
713383308871680,Punto de encuentro,These ads ran without a disclaimer,≤100
203204102812,Fundación Friedrich Naumann para la Libertad México,These ads ran without a disclaimer,≤100
519913211416574,Life Thru My Hazel Eyes,These ads ran without a disclaimer,≤100
68793499001,UNICEF,These ads ran without a disclaimer,≤100
124907962235293,MORE Latinoamérica,These ads ran without a disclaimer,≤100
