Page ID,Page name,Disclaimer,Amount spent (KES)
749501791796416,Hon. Wakili Njeri Maina,Jane Njeri Maina,≤100
110408975208360,Talking about matters,Well Made Strategy LLP,≤100
105833652399018,Maina Karobia,Mwangi Godfrey Maina,≤100
102324481269298,Hon. Zamzam Mohammed,Obed Nyang'ai,≤100
105647461757849,Azimio Inawezekana Na Raila.,Bonface Ouma,≤100
750948268577774,The County,Peris Wambui Mugi,≤100
100321965888531,Mrembo na Kazi,Samuel Mwangi,≤100
112998718281728,Joseph Lesuran Etan,These ads ran without a disclaimer,≤100
407370692654952,Ikokay Africa,These ads ran without a disclaimer,≤100
101777382488065,Jfashtv,These ads ran without a disclaimer,≤100
199105454128,German Information Centre Africa,These ads ran without a disclaimer,≤100
