Page ID,Page name,Disclaimer,Amount spent (KES)
643875235632378,Boniface Mwangi,These ads ran without a disclaimer,380
1506723769658512,Susan Kihika,Susan Kihika,≤100
105833652399018,Maina Karobia,Mwangi Godfrey Maina,≤100
105282877901533,Hon Vincent Machoka,Hon Vincent Machoka,≤100
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,≤100
600979883334883,Hon. Zaheer Jhanda Mp Nyaribari Chache,Hon. Zaheer Jhanda Mp Nyaribari Chache,≤100
116670964706560,African Stories,These ads ran without a disclaimer,≤100
110283468351149,arms_too,These ads ran without a disclaimer,≤100
122775067736304,POWER magazine,These ads ran without a disclaimer,≤100
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100
106495591943295,warachi_shop,These ads ran without a disclaimer,≤100
158714780827513,UNFPA,These ads ran without a disclaimer,≤100
