Page ID,Page name,Disclaimer,Amount spent (NOK)
135843375926,UNICEF Norge,UNICEF Norge,3126
10953652930,Høyre,Høyre,1306
132368899297,Framtiden i våre hender,Framtiden i Våre Hender,538
21967399403,Cappelen Damm,Cappelen Damm,456
798750773559841,Bufdir,"Barne-, ungdoms-, og familiedirektoratet",415
176175415825122,apotek.no,Apotekforeningen,407
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,258
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,238
157475710986651,Kvinnegruppa Ottar,Kvinnegruppa Ottar landsstyret,223
2398568533531114,Velferdsmiks,NHO Service og Handel,166
87445018334,Nobel Peace Center,Nobel Peace Center,146
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,139
20468812735,LO,LO,131
102203325950193,Ingvild Lemme Kristiansen,Stendi,102
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
109908791410782,Dugnad for menneskerettigheter,Dugnad for menneskerettigheter,≤100
693936813951302,SALT art & music,SALT art & music,≤100
104701569617247,Arbeid & Inkludering,Arbeid & Inkludering,≤100
300127442096,Norske Kvinners Sanitetsforening,Norske Kvinners Sanitetsforening,≤100
371106536283235,DAG OG TID,Dag og Tid AS,≤100
105939782037295,Altinget.no,Altinget AS,≤100
156202914404133,Minerva,Mediehuset Minerva,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,≤100
1241838412569626,Novartis Norge,Novartis Norge AS,≤100
277788629092,Med Israel for fred (MIFF),Med Israel for fred (MIFF),≤100
108106430662575,Suscon As,Ronny Grindstein,≤100
58345093445,Natur og Ungdom,Natur og Ungdom,≤100
186626994701210,Forbundet for Ledelse og Teknikk (FLT),Forbundet for Ledelse og Teknikk (FLT),≤100
191486484237133,Tillitsvalgtordningen i Forsvaret,Tillitsvalgtordningen i Forsvaret,≤100
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
105616118716008,Nordre Aker FrP,Robin Bårdsen,≤100
157932564240522,Lørenskog FrP,Lørenskog FrP,≤100
111322125898812,Filter Nyheter,Filter Nyheter,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
173260776025204,ICAN Norge,ICAN Norge,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
110834997110171,Det Gode Testament,These ads ran without a disclaimer,≤100
159084565236,Transit magasin,Transit Media AS,≤100
1406497796236804,NFkino Vika,These ads ran without a disclaimer,≤100
106060042300827,Ann-Kristin Moldjord,Ann-Kristin Moldjord,≤100
156892357685143,Kjartan Alexander Lunde,Rogaland Venstre,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
291789484748906,Senter for hav og Arktis,Senter for hav og Arktis,≤100
182709078487500,Sex og Politikk,Sex og Politikk,≤100
112631767587663,Meninger24,Meninger24,≤100
1496050797358890,Rødt Lørenskog,Rødt Lørenskog,≤100
219119001471138,Våler SV (Hedmark),Innlandet SV,≤100
238018029731440,Narkotikapolitikk.no,These ads ran without a disclaimer,≤100
100885889429302,Verdinytt,Verdinytt AS,≤100
103285042293800,JesusFestivalen,JesusFestivalen,≤100
106939485471151,Ordførerkandidat Yngve Magnus T. Fosse - Høyre,Yngve Magnus Tvedt Fosse,≤100
54603926197,Finnmark SV,Troms og Finnmark SV,≤100
1094736387315823,Ny Kurs Moss,Ny Kurs,≤100
884935988188624,Tokyo Gov,These ads ran without a disclaimer,≤100
114414808235140,BSCKll - Nguyễn Hồng Siêm,These ads ran without a disclaimer,≤100
216311481960,Bill Gates,These ads ran without a disclaimer,≤100
104637025890961,New24,These ads ran without a disclaimer,≤100
384422538296426,United Palestinian Appeal - UPA,These ads ran without a disclaimer,≤100
39037206954,Quadriga Car Retail NV,These ads ran without a disclaimer,≤100
101597542641620,Ukrainian PR Army,These ads ran without a disclaimer,≤100
245094455536925,FOUR PAWS,These ads ran without a disclaimer,≤100
356716921369234,Eri-Platform,These ads ran without a disclaimer,≤100
1032201913485790,YellowKorner,These ads ran without a disclaimer,≤100
