Page ID,Page name,Disclaimer,Amount spent (VND)
106445724208345,Việc Tử Tế VTV1 - Lương Y Phạm Văn Thanh,These ads ran without a disclaimer,25225
108804609142280,CafeF,These ads ran without a disclaimer,23689
110191145479586,Học Lập Trình Online Cùng MindX,These ads ran without a disclaimer,22928
118828961151139,Trung Tâm Nhân Giống F1,These ads ran without a disclaimer,12352
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,11649
108510284767191,Lương Y: Phạm Văn Thanh - Việc Tử Tế VTV1,These ads ran without a disclaimer,10415
106034145583339,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,8171
143009891251546,Lương Y Phạm Văn Thanh - Đặc Trị Tiểu Đường,These ads ran without a disclaimer,6303
100529982975692,Poljot Int VN,These ads ran without a disclaimer,4571
107976099057159,Lương Y Phạm Văn Thanh - Thầy Thuốc Tiểu Đường,These ads ran without a disclaimer,4397
105473397490741,Phạm Thị Nga,These ads ran without a disclaimer,3740
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,2210
919479674872321,Báo Nghệ An,Báo Nghệ An,1457
106476091689860,Bartra Wealth Advisors,Bartra Wealth Advisors,1235
106334182540171,스키마리딩,These ads ran without a disclaimer,781
100715439774571,Phát Triển Tương lai Mỗi Ngày,These ads ran without a disclaimer,101
108557315607508,Tổng Kho Sách Việt,These ads ran without a disclaimer,≤100
118803885705219,IT'S T TIME,These ads ran without a disclaimer,≤100
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,≤100
