Page ID,Page name,Disclaimer,Amount spent (ISK)
152804904889,Samfylkingin,Samfylkingin,136
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,102
106979180938014,Samstöðin,Samstöðin ehf,≤100
737169626371453,Heimildin,Stundin,≤100
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
332179950192248,Félag atvinnurekenda,Félag atvinnurekenda,≤100
1259808350720927,Þorgerður Katrín Gunnarsdóttir,Viðreisn,≤100
573559522797177,Flokkur fólksins,Flokkur Fólksins,≤100
116586928363474,Borgarleikhúsið,Borgarleikhúsið,≤100
165630723862615,Andríki,Andríki,≤100
103123311914005,Elva Hrönn Hjartardóttir,Elva Hrönn Hjartardóttir,≤100
626846780726124,Viðreisn,Viðreisn,≤100
263095547109656,Sjálfstæðisfélag Garðabæjar,Sjálfstæðisflokkurinn,≤100
