Page ID,Page name,Disclaimer,Amount spent (BOB)
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
181646422172306,FAM BOLIVIA,Edwin Quispe Ortiz,≤100
636958269681223,Mauricio Lea Plaza P.,Mauricio Adolfo Lea Plaza Peláez,≤100
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100
100301178044225,Viralcom,ViralComtv,≤100
107585134511680,Jaime Mamani Espíndola,Wilmer Rivero Nino,≤100
797815127058039,Delighttourscancun,These ads ran without a disclaimer,≤100
366815896693520,Milo Claure,These ads ran without a disclaimer,≤100
956534247873612,Red Iberoamericana de Sociología Computacional,These ads ran without a disclaimer,≤100
104473477733030,Earn2Trade Español,These ads ran without a disclaimer,≤100
