Page ID,Page name,Disclaimer,Amount spent (ISK)
573559522797177,Flokkur fólksins,Flokkur Fólksins,274
88342113892,Landvernd umhverfisverndarsamtök,Landvernd,273
737169626371453,Heimildin,Stundin,137
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,≤100
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,≤100
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,≤100
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,≤100
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
123618754345051,Umhverfisstofnun,Umhverfisstofnun,≤100
824286591279546,Ágúst Bjarni Garðarsson / alþingismaður,Ágúst Bjarni Garðarsson,≤100
111830524657428,Flæði - Vatnsmeðferðir,These ads ran without a disclaimer,≤100
