Page ID,Page name,Disclaimer,Amount spent (KES)
110408975208360,Talking about matters,Well Made Strategy LLP,≤100
106385691318175,Simon Gikuru,Bapmax Investments Limited,≤100
750948268577774,The County,Peris Wambui Mugi,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,≤100
105833652399018,Maina Karobia,Mwangi Godfrey Maina,≤100
749501791796416,Hon. Wakili Njeri Maina,Jane Njeri Maina,≤100
102324481269298,Hon. Zamzam Mohammed,Obed Nyang'ai,≤100
105647461757849,Azimio Inawezekana Na Raila.,Bonface Ouma,≤100
259722110859156,Slum2School Africa,These ads ran without a disclaimer,≤100
106749458352222,afrikanizm_artgallery,These ads ran without a disclaimer,≤100
