Page ID,Page name,Disclaimer,Amount spent (NZD)
337477311451,New Zealand Labour Party,NZ Parliamentary Service on behalf of New Zealand Labour Party,141
183355881680015,New Zealand National Party,New Zealand National Party,≤100
92043134118,ACT,the Parliamentary Service on behalf of ACT New Zealand,≤100
106159648977980,Suze Redmayne for Rangitikei,Suze Redmayne for Rangitikei,≤100
173912362663564,Electoral Commission NZ,Electoral Commission NZ,≤100
103881760966661,Gen Less,Energy Efficiency & Conservation Authority,≤100
116362033529,Amnesty International Aotearoa New Zealand,Amnesty International Aotearoa New Zealand,≤100
11870725774,Greenpeace Aotearoa,Greenpeace NZ,≤100
110613705109260,Independent Electoral Review - He Arotake Pōtitanga Motuhake,Independent Electoral Review,≤100
106194579030381,Doctors Without Borders / Médecins Sans Frontières NZ,Doctors Without Borders / Médecins Sans Frontières NZ,≤100
689146908145006,Free Speech Union,Free Speech Union,≤100
105790469112280,Carl Bates for Whanganui,Carl Bates for Whanganui,≤100
103021582757731,Ankit Bansal for Palmerston North,Ankit Bansal for Palmerston North,≤100
104174354363267,Christopher Luxon,New Zealand National Party,≤100
100272638114473,Tim Costley for Ōtaki,Ōtaki National Party,≤100
37547788323,UNICEF Aotearoa,UNICEF Aotearoa,≤100
269047933236930,Horowhenua District Council,Horowhenua District Council,≤100
684508498380306,Trees That Count,Trees That Count,≤100
340956962955027,Steph Lewis MP for Whanganui,NZ Parliamentary Service on behalf of Steph Lewis MP,≤100
120703687692577,Mining Means Progress,Straterra Limited,≤100
106952008971755,Catherine Wedd for Tukituki,Catherine Wedd for Tukituki,≤100
424806334290059,New Zealand Taxpayers' Union,New Zealand Taxpayers' Union,≤100
92043134118,ACT,ACT,≤100
1281262645251755,Hobson's Pledge,Hobson's Pledge,≤100
120299734681879,Shine,Shine,≤100
341865911020,ASB Bank,ASB Bank Ltd,≤100
376006035816016,Storyworth,These ads ran without a disclaimer,≤100
110909661534199,The Common Room NZ,The Common Room NZ,≤100
19648092895,Tearfund New Zealand,Tearfund New Zealand,≤100
175954932952,WWF New Zealand,WWF New Zealand,≤100
104411054853609,Mark Cameron - ACT List MP,the Parliamentary Service on behalf of ACT New Zealand,≤100
203953359629611,Voice For Life,Voice for Life,≤100
101443726566068,New Zealand Red Cross,These ads ran without a disclaimer,≤100
110974094005509,Nicole McKee MP,the Parliamentary Service on behalf of ACT New Zealand,≤100
100432998389927,Karen Chhour MP,the Parliamentary Service on behalf of ACT New Zealand,≤100
100135495080458,Toni Severin MP,the Parliamentary Service on behalf of ACT New Zealand,≤100
408747529491004,Department of Conservation,Department of Conservation,≤100
102690508206877,Chris Baillie MP,the Parliamentary Service on behalf of ACT New Zealand,≤100
23625700722,Oxfam,Oxfam Aotearoa,≤100
100432998389927,Karen Chhour MP,ACT,≤100
102500959802535,World Vision New Zealand,World Vision New Zealand,≤100
123674487757196,New Zealand Nurses Organisation - NZNO,New Zealand Nurses Organisation - NZNO,≤100
305655596286980,Paul Goldsmith,NZ Parliamentary Service on behalf of Paul Goldsmith MP,≤100
117930708298273,Hamilton City Council,Hamilton City Council,≤100
112431991697294,Animal Justice Party Aotearoa NZ,Animal Justice Party Aotearoa NZ,≤100
185590638873,NZHL Home Loans / Insurance,NZHL Home Loans / Insurance,≤100
451907931984042,Speak Up For Women NZ,Speak Up For Women NZ,≤100
196967540964595,Mindful Money,Mindful Money,≤100
74410368422,Mental Health Foundation of New Zealand,Mental Health Foundation,≤100
109145321007464,Groundswell NZ,Groundswell NZ,≤100
178082176043954,Ngāti Mutunga o Wharekauri Iwi Trust,These ads ran without a disclaimer,≤100
113487335368284,NZCTU Te Kauae Kaimahi,These ads ran without a disclaimer,≤100
83022598290,Trade Aid New Zealand,Trade Aid New Zealand,≤100
309846686264586,Scott Watson Fact,Thomas John Watson,≤100
133693553317404,University of Otago Alumni & Friends,These ads ran without a disclaimer,≤100
700679639984258,Kāpiti Coast District Council,Kāpiti Coast District Council,≤100
105681068874945,Ag Matters,New Zealand Agricultural Greenhouse Gas Research Centre,≤100
154331724631584,David Seymour,the Parliamentary Service on behalf of ACT New Zealand,≤100
107777965524870,Frances Hughes for Mana,New Zealand National Party (Mana Electorate),≤100
1671535913101759,Entrust,Entrust New Zealand,≤100
235935286742928,Real Life Lore,These ads ran without a disclaimer,≤100
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100
