Page ID,Page name,Disclaimer,Amount spent (CRC)
102084562479533,Digital506,Digital506,1211
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,542
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,542
116522821359620,Turismo por Costa Rica,Turismo Por Costa Rica,422
265843867173714,La Revista,La Revista,405
494354027360929,Dirección de Educación Continua Pontificia Universidad Javeriana Bogotá,These ads ran without a disclaimer,≤100
82928774489,Panda Security,These ads ran without a disclaimer,≤100
117593677945560,Jovenes Por juliaca,These ads ran without a disclaimer,≤100
117531371235659,Inspirinia Ok,These ads ran without a disclaimer,≤100
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,≤100
