Page ID,Page name,Disclaimer,Amount spent (BOB)
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
128123870725,Samuel Doria Medina,Samuel Doria Medina,≤100
113395115480500,Organizacion Cultural Multidisciplinaria Khana Marka,Sandro Iquise Vincenti,≤100
102524055254938,Centro de Preparación Internado Khana Marka,Sandro Iquise Vincenti,≤100
110555990500784,Ingvar Diputado Soy La Paz,Ingvar Ellefsen,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100
1616241865111812,Soberanía Alimentaria IPDSA,Coordenada Digital,≤100
1929798810569475,Somos de Warnes,Raul Paniagua Gil,≤100
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100
