Page ID,Page name,Disclaimer,Amount spent (JPY)
684161888345926,西日本新聞me,西日本新聞me,34571
1904070096535109,スマート選挙,株式会社センキョ,5707
102604312338717,モテ男研究所,These ads ran without a disclaimer,4957
208661552479830,日本財団,Shigeru Fujita,3011
475681929154100,国連UNHCR協会,国連UNHCR協会,2336
543662599325014,地方移住・関係人口創出のプラットフォーム【ネイティブ. メディア】,ネイティブ株式会社,1356
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,1061
108491485442354,下川たかひこ後援会,下川たかひこ後援会,867
375392969306250,福岡県議会議員 板橋さとし 事務所,Satoshi Itahashi,706
109329183869452,クリニック　フォア,These ads ran without a disclaimer,481
1574213032824051,交通事故を検証する。,鶴田 敬治,456
111168231729960,前野まみこ,前野まみこ,447
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,243
100251962938282,スピリチュアル心理,These ads ran without a disclaimer,221
1397074863864450,Fair Finance Guide Japan,Fair Finance Guide Japan,177
676655469036670,松下政経塾,松下政経塾,168
115053374813920,BizFul/ビズフル - ビジネスに役立つ資料が見つかる,株式会社ビズフル,157
288385447888433,公益財団法人モラロジー道徳教育財団,公益財団法人モラロジー道徳教育財団,≤100
212025069189147,Career ticket【キャリアチケット】,These ads ran without a disclaimer,≤100
100655885386623,Grace Bank　グレイスバンク,These ads ran without a disclaimer,≤100
6321018343,The Japan Times,These ads ran without a disclaimer,≤100
1559490264356988,NPO法人有明支縁会,NPO法人有明支縁会,≤100
547986165247623,NPO法人 多民族共生人権教育センター,NPO法人 多民族共生人権教育センター,≤100
881025135256351,Japan In-depth,Japan In-depth,≤100
151214938794853,ミエセン,ジャッグジャパン株式会社,≤100
102057562724312,自治体実務Webセミナー,自治体実務Webセミナー,≤100
464822496891330,いい投票／e投票,株式会社グラント,≤100
1652747391657865,山浦英太（横浜市会議員　戸塚区）,Yamaura  Eita,≤100
289931618238873,法輪功は素晴らしいですが、なぜ迫害されたのか,Luu Nga,≤100
109221294144525,DHA デンタルヘルスアソシエート,These ads ran without a disclaimer,≤100
115247946520017,電波オークションを実現する会,Mitsumasa Kato,≤100
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,≤100
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,≤100
1590535061243274,精神障害当事者会ポルケ,Yuhei Yamada,≤100
109269498669701,美ボディ研究所,These ads ran without a disclaimer,≤100
112345398327189,australianpropertynews,These ads ran without a disclaimer,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
