Page ID,Page name,Disclaimer,Amount spent (CAD)
633812813408377,Elections Canada,Elections Canada,≤100
113246738704586,Northern Territories Federation of Labour,Northern Territories Federation of Labour,≤100
1590219921201770,Élections Canada,Élections Canada,≤100
95521099719,PSAC North,Public Service Alliance of Canada,≤100
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Dairy Farmers of Canada,≤100
163336718421,PSAC - AFPC,PSAC - AFPC,≤100
113297740077607,Canadian Energy Centre,Canadian Energy Centre,≤100
105168452865235,Bell Aliant,Bell,≤100
1097840090260804,National Police Federation,National Police Federation,≤100
6319213302,Heart & Stroke,Heart & Stroke,≤100
632493333805962,Environment and Climate Change,Environment and Climate Change Canada,≤100
1553928068248283,Environment and Natural Resources,Government of the Northwest Territories,≤100
1522162571382952,Oceana Canada,Oceana Canada,≤100
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,≤100
1562700347383830,Chef Craig Wong,Ivy Lam,≤100
139019864276,Oxfam Canada,Oxfam Canada,≤100
901776976544599,RBC Wealth Management,RBC Wealth Management,≤100
1631963700446342,CheckUpProject,Anthony Christian Romito,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
115835521825983,UNHCR Canada,UNHCR Canada,≤100
1128142894021918,Ministère de l'Environnement et des Ressources naturelles - MERN,Gouvernement des Territoires du Nord-Ouest,≤100
925033857594085,SureHealth Canada,SureHealth,≤100
136772905237,Historica Canada,Historica Canada,≤100
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,≤100
121681904511500,CMHA National / ACSM National,Canadian Mental Health Association,≤100
103655764654302,Indigenous Leadership Initiative,The Indigenous Leadership Initiative,≤100
868589909847623,Action Canada for Sexual Health and Rights,Action Canada for Sexual Health and Rights,≤100
394745970602999,The Council of Canadians,The Council of Canadians,≤100
27234020592,UNICEF Canada,UNICEF Canada,≤100
35715544220,Stand.earth,Stand.earth,≤100
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,≤100
465152633548835,Generation Squeeze,Generation Squeeze,≤100
184906186150,The Toronto Star,The Toronto Star,≤100
202220023130891,Bell Canada,Bell Canada,≤100
206962006904247,Le Grand Marché de Québec,Le Grand Marché de Québec,≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
33532707807,Acfas,Acfas,≤100
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,≤100
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100
5794733873,David Suzuki Foundation,David Suzuki Foundation,≤100
107385241806,Plan International Canada,Plan International Canada,≤100
1671097993122619,Children Believe,Children Believe,≤100
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,≤100
281999881613,World Vision Canada,World Vision Canada,≤100
652812671407912,Selam Debs,Selam Debs,≤100
116486331729420,350 Canada,350 Canada,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
105288666168351,SOS Children's Villages Canada,SOS Children's Villages Canada,≤100
52543970197,Environmental Defence Canada,Environmental Defence,≤100
106525114423416,,These ads ran without a disclaimer,≤100
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,≤100
19750184960,Greenpeace Canada,Greenpeace Canada,≤100
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,≤100
510183342342621,Bell MTS,Lavanya Rajaian,≤100
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,≤100
1512400782371519,Women's Advocacy Voice of Edmonton,Women's Advocacy Voice of Edmonton,≤100
590117937780756,Oil Sands Action,Canada Action,≤100
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,≤100
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,≤100
263829137144976,Regulator Watch,Brent Jason Stafford,≤100
26394435211,Canadian Cancer Society,Canadian Cancer Society,≤100
143249880633,World Animal Protection Canada,World Animal Protection Canada,≤100
152059575576,World University Service of Canada (WUSC-EUMC),WUSC - EUMC,≤100
101898551911387,The Hub Canada,Hub Canada Media,≤100
321351607970406,The Narwhal,The Narwhal,≤100
121222984568561,Amnesty International Canada,Amnesty International Canada,≤100
172923782752077,Tree Canada / Arbres Canada,Tree Canada / Arbres Canada,≤100
109326068361556,Centre Ice Canadians,Centre Ice Canadians,≤100
102397052731578,Quick Train,These ads ran without a disclaimer,≤100
121099651233937,RAVEN,RAVEN Trust,≤100
869127933125944,Indigenous Link,Karri Ellen Tougas,≤100
189126317766547,Melitta Canada,These ads ran without a disclaimer,≤100
214839395204315,Centre canadien de protection de l'enfance,Canadian Centre for Child Protection,≤100
177681485609462,Radio-Canada,Radio-Canada,≤100
152467601467262,BMO Groupe financier,BMO Financial Group,≤100
586362242026180,Radio-Canada OHdio,Radio-Canada,≤100
100696195532512,Banking on a Better Future,Banking on a Better Future,≤100
261752512263,Canadian Red Cross,Canadian Red Cross,≤100
674109146110155,Debunk Inc,Debunk Inc,≤100
111388610360309,L'Étoile Cosmétiques,These ads ran without a disclaimer,≤100
203485052997041,Hospital Employees' Union,Hospital Employees' Union,≤100
101263555813789,NorthernBeat News,Northbeat News,≤100
106778228968844,all.4.iran,all.4.iran,≤100
172424676165115,Canadian Alliance to End Homelessness,Canadian Alliance to End Homelessness,≤100
105754167560390,Ekō Canada,Ekō,≤100
133690690015346,USJE - SESJ,USJE - SESJ,≤100
138139866215606,Veterinarians without Borders,Veterinarians Without Borders / Vétérinaires Sans Frontières – Canada (VWB/VSF),≤100
111231197686977,The Breach,The Breach,≤100
985797494956599,The News Forum,The News Forum,≤100
104321259649840,CATIE,CATIE,≤100
103953098817,The Stephen Lewis Foundation,The Stephen Lewis Foundation,≤100
148668741848610,JSpaceCanada,Press Pause Collective,≤100
600590880095254,Women and Gender Equality Canada,These ads ran without a disclaimer,≤100
242109115885979,Canadian Light Source,Canadian Light Source,≤100
728747700517089,Michael Barrett,Michael Barrett,≤100
102533697778225,Earth Day Canada,Jour de la Terre Canada,≤100
102641588585816,Victoria Rumble Room,JOHNY 0 JURICIC,≤100
106764462731658,Honest Reporting Canada,Honest Reporting Canada,≤100
568938803293644,True North,True North,≤100
206394119400702,Nouveau Projet,These ads ran without a disclaimer,≤100
232894981968,Nature Conservancy of Canada / Conservation de la nature Canada,Nature Conservancy of Canada / Conservation de la nature Canada,≤100
385868904807842,The Financial Pipeline,These ads ran without a disclaimer,≤100
108623238800454,Big River Analytics,Big River Analytics,≤100
85291563763,ICNA Relief Canada,ICNA Relief Canada,≤100
140734592669774,Democracy Watch,Democracy Watch,≤100
104826880905722,EnviroMuslims,These ads ran without a disclaimer,≤100
453989538009903,Pregnancy Care Canada,Pregnancy Care Canada,≤100
316302965122489,Clean Energy Canada,Clean Energy Canada,≤100
111404328067824,Friends of Land Use Planning,Friends of Land Use Planning,≤100
111582684014878,Ryan Williams MP Bay of Quinte,Bay of Quinte Conservative Association,≤100
138482239524787,Canada Foundation for Innovation,Canada Foundation for Innovation,≤100
156774011943056,Efficiency Canada,Efficiency Canada,≤100
10150095427915144,Ceasefire.ca,Rideau Institute,≤100
168889579973,Fondation David Suzuki,Fondation David Suzuki,≤100
106360778489053,Fuelling Canada,Canadian Gas Association,≤100
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,≤100
292838667412961,Abbey Gardens - A Growing Experience,These ads ran without a disclaimer,≤100
714595698939267,TPC - Therapeutic Psilocybin for Canadians,Therapsil,≤100
150318548422896,Animal Protection Party of Canada,Animal Protection Party of Canada,≤100
181799528533269,Ville de Mont-Tremblant,Ville de Mont-Tremblant,≤100
100401029468656,Christopher Baenninger,"Justin Beauregard, agent officiel",≤100
870163613023832,Porte-voix : Formations continues pour intervenants en santé mentale,Porte-voix : Formations continues santé mentale,≤100
12101479244,B'nai Brith Canada,B'nai Brith Canada,≤100
325227794269092,"Rachael Thomas, MP","Rachael Thomas, MP",≤100
147723109121389,Prince Adventures,These ads ran without a disclaimer,≤100
401679419898914,2 Minute Medicine,These ads ran without a disclaimer,≤100
1720665567948869,"My health, my microbiota",These ads ran without a disclaimer,≤100
108260598407381,Cashmeretribe Shop,These ads ran without a disclaimer,≤100
100163272988785,dpworld.canada,These ads ran without a disclaimer,≤100
101919325776268,K+S,These ads ran without a disclaimer,≤100
1220981994590364,FT Partner Content,These ads ran without a disclaimer,≤100
245094455536925,FOUR PAWS,These ads ran without a disclaimer,≤100
