Page ID,Page name,Disclaimer,Amount spent (BAM)
1922268018023038,Raskrinkavanje,UG Zašto ne,101
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,≤100
102667249419191,GenChange,Arijana Trle,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
147315858633088,Istinomjer,Istinomjer,≤100
109652028193268,Revizije info,Revizije info,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
789735661383506,Fondacija Tadž - Stipendiranje budućih hafiza,Fondacija Tadž - Stipendiranje budućih hafiza,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
104089781069241,infoVeza,"Udruženje građana ""ReStart Srpska""",≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
106099145362821,Goražde bez pesticida,Harun  Bešlija,≤100
711227835645999,Judo Klub Borsa Mostar,Judo Klub Borsa Mostar,≤100
1473660889517303,Irfan Čengić,Irfan Cengic,≤100
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
120481645203741,Dragan Bursać,Dragan Bursać,≤100
306474736844372,Narod i Pravda Novi Grad Sarajevo,Narod i Pravda Novi Grad Sarajevo,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100
1790876521175258,Safe Journalists,These ads ran without a disclaimer,≤100
1454304308161318,"Koalicija ""Pod lupom""","Koalicija ""Pod lupom""",≤100
105842642438187,Nihad Uk,Nihad Uk,≤100
740954555997446,SDA Jablanica,SDA Jablanica,≤100
106937677998846,Pravo na lijek,Pravo na lijek,≤100
129224207219445,Merima Arnautović,Merima Arnautović,≤100
1676047195961611,Impuls,"Udruženje građana ""Impuls""",≤100
1894157260888813,Dr Vlado Đajić - Др Владо Ђајић,Vlado Đajić,≤100
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100
85069283164,Admir Čavalić,Admir Čavalić,≤100
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Filip Lučić,≤100
2148421271917226,Nedim Salihagić,Salihagić Nedim,≤100
174116812644146,Luxembourg Times,These ads ran without a disclaimer,≤100
298430663679308,Mulj.net / Bučan pas,These ads ran without a disclaimer,≤100
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100
847305072075506,Град Бања Лука,Град Бања Лука,≤100
1753401688305036,Mahalla.ba,Harun Pasalic,≤100
163080080447411,Републичка странка Српске,Filip Lučić,≤100
