Page ID,Page name,Disclaimer,Amount spent (SAR)
406166816135752,Soledair star real estate,These ads ran without a disclaimer,≤100
109232711544539,hairstyle.ranim.a,These ads ran without a disclaimer,≤100
110746171982463,Mozzn,These ads ran without a disclaimer,≤100
1635817140023896,عقارات تركيا - Property Turkey,These ads ran without a disclaimer,≤100
116232578055472,SBH Education,These ads ran without a disclaimer,≤100
108405728924337,Ochena Ekjon,These ads ran without a disclaimer,≤100
103864941730379,Jp Jacobs International Research Foundation,These ads ran without a disclaimer,≤100
120723247667046,Rishi Budhathoki Nrn,These ads ran without a disclaimer,≤100
877732785570355,قناة بلقيس الفضائية Belqees tv,These ads ran without a disclaimer,≤100
1724148267695799,بيت الحكمة 2.0,These ads ran without a disclaimer,≤100
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100
109394287227673,පිට රටක තනි උනු අපි,These ads ran without a disclaimer,≤100
