Page ID,Page name,Disclaimer,Amount spent (BOB)
109201057318552,JCSV,Fernando Omar Rosales Perez,383
964080723662055,Carlos Subirana Responde,Editorial CSS,153
128123870725,Samuel Doria Medina,Samuel Doria Medina,≤100
1967100150206417,Instituto de Formación Femenina Integral - IFFI,Maya Fatima Garcia Rodriguez,≤100
101208064965016,Juventud-Es,Maya Fatima Garcia Rodriguez,≤100
110555990500784,Ingvar Diputado Soy La Paz,Ingvar Ellefsen,≤100
101029268584854,José Carlos Sánchez Verazaín,Boris Christian Lehm Murillo,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100
1616241865111812,Soberanía Alimentaria IPDSA,Coordenada Digital,≤100
1929798810569475,Somos de Warnes,Raul Paniagua Gil,≤100
136275719722184,Diario El Litoral Santa Fe,These ads ran without a disclaimer,≤100
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100
118981582262,Sid Roth's It's Supernatural,These ads ran without a disclaimer,≤100
