Page ID,Page name,Disclaimer,Amount spent (ISK)
737169626371453,Heimildin,Stundin,870
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,295
573559522797177,Flokkur fólksins,Flokkur Fólksins,291
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,277
152804904889,Samfylkingin,Samfylkingin,220
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,133
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,131
626846780726124,Viðreisn,Viðreisn,≤100
127758293960074,Evrópuhreyfingin - Já Ísland,Evrópuhreyfingin,≤100
128854307193614,Landsvirkjun,Landsvirkjun,≤100
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
106979180938014,Samstöðin,Samstöðin ehf,≤100
