Page ID,Page name,Disclaimer,Amount spent (NGN)
14312764639,Atiku Abubakar,The Atiku Campaign,3366
280983209099426,Isa Ashiru Kudan,Bamali Surajoddeen Saad,461
100227202825420,Booth 2 Booth With Tinubu,Booth 2 Booth With Tinubu,213
654180731859809,T-Police,T-Police,196
1598205703573433,Senator Uba Sani,Uba Sani Media,182
103959275862698,TYCON 2023,Tycon,101
100202924924063,Page 36,Page 36,≤100
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,≤100
590202251174437,Interfaith Dialogue Forum for Peace,Interfaith Dialogue Forum for Peace,≤100
101953642559043,NewsWorld,newsworld,≤100
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,≤100
105791789001837,Nigerlite Marketers Concern Forum,Nigerlite Marketers Concern Forum,≤100
103018869332378,BantuPage,Ikechukwu Orji,≤100
109405722042764,"Federation of Muslim Women's Association in Nigeria- ""Fomwan""",Akinola Toba Julius,≤100
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,≤100
104304855324448,Saudi Arabia's Reality,These ads ran without a disclaimer,≤100
548855585503561,Panda-tut  Enterprises Limited,Panda-tut Enterprises Limited,≤100
194110890622942,Leadership News,Samuel Chukwunalue Ossai,≤100
299567433503314,SDN,Stakeholder Democracy Network,≤100
110412275223352,Bago Media Centre,Bago Media Centre,≤100
101622722635138,Advocacy For Good Governance,Nnadi Sunny,≤100
107241665289643,Nigeria 4 Peter Obi,Ajibola Adeboye,≤100
406183693552317,Promise Emmanuel,Promise Emmanuel,≤100
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,≤100
106820952234883,Professor Ngozi Nma Odu,Tamunokiri Biebele Lawrence,≤100
101649462831068,Delta advocate 4 sheriff uk,Benjamin Mathew,≤100
878141452335886,The Hope For Nigeria,Kerry Kenu,≤100
171885956874687,Because Of Our Tomorrow,BOOT Party,≤100
112490788185086,GSP Forum,GSPForum,≤100
1680958165547490,Fabric Eight,FabricEight,≤100
105580098826545,"Rev. Fr. Hyacinth Iormem Alia, PhD","Rev. Fr. Hyacinth Iormem Alia, PhD",≤100
103696798885313,Hon Onidare Sunday Bukunmi,Afeez Lawal,≤100
117230584577766,SB Chanchanta JYZ 2023,These ads ran without a disclaimer,≤100
1102698893087946,Pevron Technology,Collins Uwomano Otuwho,≤100
1718014475112870,Africa Legal,These ads ran without a disclaimer,≤100
104561505832366,ABAT Media Centre Hausa,These ads ran without a disclaimer,≤100
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,≤100
105756478574505,Stears,Stears,≤100
241664783089008,Xin,These ads ran without a disclaimer,≤100
102835755970763,NN19,NN19,≤100
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,≤100
108938728492589,"Hon. Danjuma Azi  CPA, Gmnimn, JP, PDP Candidate PLSHA Jos-North West",Isaac Bilson,≤100
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,≤100
