Page ID,Page name,Disclaimer,Amount spent (JPY)
265075920177069,陸上自衛隊 Japan Ground Self-Defense Force,陸上自衛隊 Japan Ground Self-Defense Force,2958
1904070096535109,スマート選挙,株式会社センキョ,1649
475681929154100,国連UNHCR協会,国連UNHCR協会,216
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,119
208661552479830,日本財団,Shigeru Fujita,101
486499008189961,Inspire（インスパイア）：地方創生イノベータープラットフォーム,一般社団法人INSPIRE,≤100
100264156173661,売れるTwitter導入セミナー,These ads ran without a disclaimer,≤100
633030123480159,グッドライフアワード,グッドライフアワード事務局,≤100
101111389520051,極セレクト,These ads ran without a disclaimer,≤100
236792844915124,Symview-シムビュー,These ads ran without a disclaimer,≤100
1615481598672156,Blueair Japan Official,These ads ran without a disclaimer,≤100
102891618059843,ケイミュー株式会社,These ads ran without a disclaimer,≤100
165259862275036,株式会社ライフパートナーズ,These ads ran without a disclaimer,≤100
195088317190451,グリーンピース・ジャパン,一般社団法人グリーンピース・ジャパン,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
115247946520017,電波オークションを実現する会,Mitsumasa Kato,≤100
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,≤100
150421841746165,創世カウンシル,Kazuya Nomura,≤100
108358695560664,soonerorlater.shop,These ads ran without a disclaimer,≤100
289931618238873,法輪功は素晴らしいですが、なぜ迫害されたのか,Luu Nga,≤100
486562194747938,自由飲酒党,Motoaki Yamazaki,≤100
1447803725439886,情報速報ドットコム,These ads ran without a disclaimer,≤100
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,≤100
1374723796115345,Glashütte Original,These ads ran without a disclaimer,≤100
