Page ID,Page name,Disclaimer,Amount spent (BAM)
1533737623509285,SNSD Banja Luka - СНСД Бања Лука,SNSD - Gradski odbor Banja Luka,≤100
113041725065224,Pravna sigurnost je zakon / Правна сигурност је закон,OHR,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
109652028193268,Revizije info,Revizije info,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
105091002492957,GI Uklonimo divlju deponiju u Nedićima,GI Uklonimo divlju deponiju u Nedićima,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
147315858633088,Istinomjer,Istinomjer,≤100
104992122558073,Valter.Portal,Valter.Portal,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
108553325069489,Zgrada,Zgrada,≤100
436947599996393,Zaboravljena djeca rata / Forgotten Children of War Association,These ads ran without a disclaimer,≤100
101520789449070,Zaštitimo izvore Mandeka,Zaštitimo izvore Mandeka,≤100
110594625362976,Народни фронт,Народни фронт,≤100
492401811498573,"Građanska inicijativa ""Jer nas se tiče""","Građanska inicijativa ""Jer nas se tiče""",≤100
264208960679959,Sarajevo danas,These ads ran without a disclaimer,≤100
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa (CCI),≤100
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100
455133101359253,Tax Consulting South Africa,These ads ran without a disclaimer,≤100
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100
1547105272188915,Elvedin Sedić,Elvedin Sedić,≤100
130467394263248,Dyness,These ads ran without a disclaimer,≤100
1473660889517303,Irfan Čengić,Irfan Čengić,≤100
657947331038785,Toni Vukadin,Toni Vukadin,≤100
1588013511420367,Almir Babajić,Almir Babajić,≤100
108245332026417,NGG Poriče Bugojno,NGG Poriče Bugojno,≤100
102148841573736,"Udruženje ""Za Doljanku"" Jablanica",Udruženje građana Za Doljanku,≤100
107534098205064,CaezArts,These ads ran without a disclaimer,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100
1454304308161318,"Koalicija ""Pod lupom""","Koalicija ""Pod lupom""",≤100
