Page ID,Page name,Disclaimer,Amount spent (USD)
110372271312240,ក្រុមការងារអភិវឌ្ឍយុវជនខេត្តព្រៃវែង,Dyna Moeung,≤100
110034321816377,Hun Manet - C.O.Army Office,co-army,≤100
106972092250619,ក្រុមការងារអភិវឌ្ឍយុវជនស្រុកកញ្ជ្រៀច,Dyna Moeung,≤100
648941691867874,Kroko ក្រគរ កែវ រតនៈ,Kroko ក្រគរ កែវ រតនៈ,≤100
101029751624330,គង់ សោភ័ណ្ឌ អភិបាលខេត្តកណ្តាល Kong Sophorn Governor of Kandal Province,គង់ សោភ័ណ្ឌ អភិបាលខេត្តកណ្តាល Kong Sophorn Governor of Kandal Province,≤100
1995251780700007,បណ្ឌិត ងិន បាណាល់ - Dr. NGIN Banal,Dyna Moeung,≤100
106606872207586,CHHAT Diamond Shop,These ads ran without a disclaimer,≤100
824171547689509,ពញាឮស្រុកខ្ញុំ,Sovichea Kang,≤100
103603115968817,សួស្ដី - Sursdei,These ads ran without a disclaimer,≤100
2260430647540976,កម្ពុជា ៤.០ - Cambodia 4.0,Reun Daro,≤100
271082999713221,Cri ccfr,Cri ccfr,≤100
109918381911477,H.E Siek Socheat,H.E Siek Socheat,≤100
106743048030651,ក្រុមការងារគណបក្សប្រជាជនកម្ពុជា ក្រុងបាត់ដំបង,Dyna Moeung,≤100
313765116087017,Queen ANA,These ads ran without a disclaimer,≤100
219779514869475,រដ្ឋបាលរាជធានីភ្នំពេញ,រដ្ឋបាលរាជធានីភ្នំពេញ,≤100
1556626584654766,Rin Virak - រិន វីរៈ,Ly Sophanith,≤100
372081596458296,អគ្គនាយកដ្ឋានគ្រប់គ្រងឧស្សាហកម្មទេសចរណ៍,អគ្គនាយកដ្ឋានគ្រប់គ្រងឧស្សាហកម្មទេសចរណ៍,≤100
1582014712074227,គណបក្សប្រជាជនកម្ពុជា Cambodian People's Party,David Than,≤100
1129900250496858,EBo_Bookstore,EBo_Bookstore,≤100
100136939277807,"Sean Borath,Ph.D","Sean Borath,Ph.D",≤100
146649842083645,COMFREL,COMFREL,≤100
697594500451124,អង្គអេង ប៉ាក់ Ang Eng Embroidery,These ads ran without a disclaimer,≤100
558050957660331,ព្រឹទ្ធសភាកម្ពុជា Senate of Cambodia,Kok Vay,≤100
457110124371743,Mother Nature Cambodia,These ads ran without a disclaimer,≤100
101465601743861,អគ្គនាយកដ្ឋានគោលនយោបាយ - General Department of Policy,These ads ran without a disclaimer,≤100
543230525840908,Asianerial Advisory Int.,Asianerial Advisory Int.,≤100
103952141169390,រាជធានីភ្នំពេញ បេះដូងប្រជាជនកម្ពុជា,រាជធានីភ្នំពេញ បេះដូងប្រជាជនកម្ពុជា,≤100
102312105610965,Agrosolar Cambodia,Agrosolar Cambodia,≤100
100673698524565,អ៊ូច ភា អភិបាលខេត្តតាកែវ-Ouch Phea Governor of Takeo Province,Khat Nita,≤100
106256777922958,SEA Today News,These ads ran without a disclaimer,≤100
