Page ID,Page name,Disclaimer,Amount spent (NGN)
107868989007138,The Matrix News,Pan Matrix,≤100
878141452335886,The Hope For Nigeria,HOPE FOR THE NEEDY & SKILLS EMPOWERMENT FOUNDATION,≤100
103018869332378,BantuPage,BantuPage,≤100
104391618995614,Nwachukwu Anthony Anakwenze,Nwachukwu Anthony Anakwenze,≤100
660685641036325,Sandeco Group,Sandeco Group,≤100
100202924924063,Page 36,Page 36,≤100
986384794781764,I Stand With Nigeria 4 Tinubu,I Stand With Nigeria 4 Tinubu,≤100
105019789260830,Spotlight on Murtala Yakubu Ajaka,Spotlight on Murtala Yakubu Ajaka,≤100
128728490537179,Senator Asuquo Ekpenyong,Senator Asuquo Ekpenyong,≤100
108165847620952,Halimran printing,Halimran printing,≤100
112015191108359,Inside Port Harcourt,Inside Port Harcourt,≤100
547389282097592,Askshoehorn Backup,These ads ran without a disclaimer,≤100
123465590650551,Allied Health Group USA,These ads ran without a disclaimer,≤100
102810799378272,Joe Ikenwe,These ads ran without a disclaimer,≤100
397125037441196,Palace of entertainment,These ads ran without a disclaimer,≤100
111886761834763,Amel page,Amel page,≤100
109169338462432,Kaduna NIPR,These ads ran without a disclaimer,≤100
111525325359511,Dlionworldviewtv,These ads ran without a disclaimer,≤100
110115410861584,Gombe Geographic Information Systems,Gombe Geographic Information Systems,≤100
1064304623746252,Rights Africa,These ads ran without a disclaimer,≤100
297904423657616,The ICIR,The ICIR,≤100
405199520209766,The Belt and Road News Network,These ads ran without a disclaimer,≤100
402374586906969,DKT WomanCare Global,These ads ran without a disclaimer,≤100
105841515741486,African Peace and Security Union - APSU,These ads ran without a disclaimer,≤100
