Page ID,Page name,Disclaimer,Amount spent (VND)
121578960939737,Tiềm Năng Kinh Tế Và Thu Nhập Số,These ads ran without a disclaimer,25778
109417788822868,Nền Tảng Tài chính,These ads ran without a disclaimer,19830
976536255734579,Xuất Khẩu Lao Động Nhật Bản-Bộ Lao Động Thương Binh Và Xã Hội,These ads ran without a disclaimer,13724
107605632351555,Xu Hướng Công Nghệ - Thu Nhập Số,These ads ran without a disclaimer,6565
100375249454411,Lương Y Vùng Cao - Phạm Văn Thanh,These ads ran without a disclaimer,6419
107477781437035,Tổng Kho Kệ TiVi Vách Ngăn Luxury,These ads ran without a disclaimer,3349
112570470567715,Thẩm mỹ viện SOHEE,These ads ran without a disclaimer,1636
1507429892822619,BOM Money,BOM Money,742
106387855135011,VTV Đặc Trị Ung Bướu - Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,394
113610375042750,GĐ MP  Linh Hương - Dương Hồng,These ads ran without a disclaimer,132
105498198088008,TINH HOA PHẬT HỌC,These ads ran without a disclaimer,≤100
105636805642383,Đầu Tư Cùng Chuyên Gia Tài Chính,These ads ran without a disclaimer,≤100
1733041533672667,"Громадське об'єднання ""Українці В'єтнаму""",These ads ran without a disclaimer,≤100
