Page ID,Page name,Disclaimer,Amount spent (ISK)
737169626371453,Heimildin,Stundin,542
573559522797177,Flokkur fólksins,Flokkur Fólksins,363
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,167
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,102
154893001218870,ADHD samtökin,ADHD samtökin,≤100
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,≤100
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,≤100
123618754345051,Umhverfisstofnun,Umhverfisstofnun,≤100
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,≤100
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100
