Page ID,Page name,Disclaimer,Amount spent (BOB)
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
102674511293040,Manfred Reyes Villa,Manfred Reyes Villa,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
320503974822994,EAE - Escuela de Abogados del Estado,EAE - Escuela de Abogados del Estado,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Urquidi - Diputado,≤100
110596804906174,Carlos Alarcón,Carlos Alarcón,≤100
110594177449564,Guillermo Seoane - Senador,Guillermo Seoane - Senador,≤100
111585510603603,Elena Pachacute - Diputada Nacional,Elena Pachacute - Diputada Nacional,≤100
2328823850688165,José M. Ormachea - Diputado,José M. Ormachea - Diputado,≤100
109133682231481,Jhonny Aguilera Montecinos,Mingo-Rumbo al Bicentenario,≤100
103390494439121,Podcast Domovina,These ads ran without a disclaimer,≤100
102835892869313,M.E.T Global Store,These ads ran without a disclaimer,≤100
114815084991554,Educacion Familiar,These ads ran without a disclaimer,≤100
146227348758026,Viendo Es La Cosa,Viendo Es La Cosa,≤100
