Page ID,Page name,Disclaimer,Amount spent (ZAR)
144985128871748,City of Cape Town,City of Cape Town,14453
102265308016316,Al Jama-ah,Al Jama-ah,3500
1482645265280695,amandla.mobi,amandla.mobi,3352
195909420099,Solidariteit,Solidariteit,845
109374997915302,Mayor Geordin Hill-Lewis,Mayor Geordin Hill-Lewis,444
86579745433,South African Institute of Race Relations,South African Institute of Race Relations,325
6011868110,Democratic Alliance,Democratic Alliance,323
1613030308842801,Democratic Alliance Western Cape,Democratic Alliance,320
136956534616,Times LIVE,TimesLIVE,263
2145594122138312,Action Society,Action Society,142
110901495091012,Crtve Development,Crtve Development with Facebook Ad credits,135
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,134
584566048684873,Premier Alan Winde,Western Cape Government,123
478479492268974,Sunday Times ZA,Sunday Times,109
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
1271402709601865,HEALA,HEALA,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
379138726819,ACDP,ACDP,≤100
248717515199166,DA City Bowl Branch - Ward 77,DA City Bowl Branch - Ward 77,≤100
165736836881428,GroundUp,GroundUp News NPC,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
109797290826876,Ian Cameron,Action Society,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
101969712835149,The Mork Rock Show,These ads ran without a disclaimer,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
2022131771373474,ECDC - Eastern Cape Development Corporation,These ads ran without a disclaimer,≤100
530927007388252,Vrye Weekblad,Vrye Weekblad (Nuwe Vrye Weekblad Mediagroep),≤100
246425659800809,Central News,Central News,≤100
100530756205671,Thabo Yabohlale,These ads ran without a disclaimer,≤100
123971017684407,HeraldLIVE - Nelson Mandela Bay,HeraldLIVE,≤100
98673036962,ROLDA,These ads ran without a disclaimer,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
111150968570746,daures_green,These ads ran without a disclaimer,≤100
9394693002,Bloomberg,These ads ran without a disclaimer,≤100
204426449574330,CNN Africa,These ads ran without a disclaimer,≤100
107969014843637,Blue Gazette Español,These ads ran without a disclaimer,≤100
