Page ID,Page name,Disclaimer,Amount spent (TWD)
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,4988
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),4079
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,2678
693907914395620,良杯製所 Oolab,良杯製所 Oolab,2532
122825514432837,黃健豪-北屯漸好,健豪 黃,1667
102201011632161,Daniyalvw,These ads ran without a disclaimer,1076
191690867518507,江啟臣,江啟臣,992
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,958
106801464127093,目目非營利 MUVE NPO,目目非營利,771
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,676
401843085061,台電電力粉絲團,台電,673
108724693956891,Niazi Estate Agency Baldia Town,These ads ran without a disclaimer,642
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,607
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,605
343251481955,靖娟兒童安全文教基金會-守護寶貝每一天,靖娟兒童安全文教基金會-守護寶貝每一天,580
1649523455281990,遠山呼喚,遠山呼喚國際貧童教育組織,521
211730475524462,大陸委員會,大陸委員會,496
286487218798,遠見雜誌,遠見雜誌,494
177161918975981,基督教芥菜種會,基督教芥菜種會,478
246517878713911,劉家昌,勇勳沈,464
327986657268286,高雄市議員李雅靜,廣諺 鄒,442
195094157238158,好立委 楊瓊瓔,宛儀林,412
113115841660729,廖偉翔,偉翔廖,412
547200098628531,游輝宂,游辉宂,386
217517810298674,地方政治觀察家,皮爾森數據,372
219315794887869,聯合報,聯合報股份有限公司,369
101896272489490,調查員皮爾森,皮爾森數據Pearson Data,361
743100072477291,台中市議員何文海,文海 何,310
235679595900,民視新聞,民視新聞,300
152479095435700,茶樹莊園 Tea Tree Garden,花仙子 Farcent,256
327941870899267,元智大學 i Life,元智大學 i Life,255
107967864993250,SOGA STOP！,財團法人隆中向上教育基金會,240
1610174722594689,鍾易仲  高雄市議員,鍾易仲,234
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,226
108696572024879,民視佮你講（Bîn-sī kah lí kóng）,民視新聞,217
390569611008641,願景工程基金會 Vision Project,願景工程基金會,208
277223962685223,Nespresso.TWN,Nespresso.TWN,205
158025223269,今周刊,今周刊,198
211271956064121,"外交部 Ministry of Foreign Affairs, ROC（Taiwan）",Pei Fang Hsieh,198
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,192
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,189
103885472386681,台優精選,These ads ran without a disclaimer,185
650500068416528,無國界醫生 / Médecins Sans Frontières (MSF),無國界醫生 / Médecins Sans Frontières (MSF),170
115469883546400,風睿能源 Synera Renewable Energy,風睿能源,165
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,160
