Page ID,Page name,Disclaimer,Amount spent (VND)
108390095364515,Phạm Văn Thanh- Đặc Trị Xương Khớp,These ads ran without a disclaimer,16618
1406400379669708,Đại Học Đại Nam,These ads ran without a disclaimer,5632
112333804853338,Cửa Sổ Vàng - Nguyễn Duy Cương,These ads ran without a disclaimer,2381
105536822279236,Huyền phi spa- mỹ phẩm chính hãng,These ads ran without a disclaimer,1446
109355531341941,Milo Steam - Cha mẹ thông thái nuôi con thành tài,These ads ran without a disclaimer,221
108715314693314,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,≤100
101988816062279,Miễnphívip-27,These ads ran without a disclaimer,≤100
117052698001766,First Wala,These ads ran without a disclaimer,≤100
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100
105310469026814,Nhật Bản Chờ Tôi Nhé,These ads ran without a disclaimer,≤100
