Page ID,Page name,Disclaimer,Amount spent (ISK)
573559522797177,Flokkur fólksins,Flokkur Fólksins,271
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,≤100
128854307193614,Landsvirkjun,Landsvirkjun,≤100
737169626371453,Heimildin,Stundin,≤100
106979180938014,Samstöðin,Samstöðin ehf,≤100
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
1259808350720927,Þorgerður Katrín Gunnarsdóttir,Viðreisn,≤100
152804904889,Samfylkingin,Samfylkingin,≤100
165630723862615,Andríki,Andríki,≤100
626846780726124,Viðreisn,Viðreisn,≤100
482433008501115,Future Landscapes,These ads ran without a disclaimer,≤100
