Page ID,Page name,Disclaimer,Amount spent (AED)
102217772802527,Bay Area Times,These ads ran without a disclaimer,≤100
251976498539216,Erwin Tulfo,These ads ran without a disclaimer,≤100
115449021599488,Paling Royal Kami,These ads ran without a disclaimer,≤100
108358018992245,shemeperfumes,These ads ran without a disclaimer,≤100
110148701476626,m9.p,These ads ran without a disclaimer,≤100
110177867131162,Ajman Houses,These ads ran without a disclaimer,≤100
323588103454,منظمة العفو الدولية,These ads ran without a disclaimer,≤100
104211315862140,House of Kings Properties,These ads ran without a disclaimer,≤100
100473238262224,Energy News - أخبار البترول والطاقة,These ads ran without a disclaimer,≤100
102635655320437,Number Match - Logic Puzzle Game,These ads ran without a disclaimer,≤100
102839468523186,APEX อันดับหนึ่งเลเซอร์ขน,These ads ran without a disclaimer,≤100
266406697149857,Intersec KSA,These ads ran without a disclaimer,≤100
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100
