Page ID,Page name,Disclaimer,Amount spent (KES)
110408975208360,Talking about matters,Well Made Strategy LLP,137
103252161835526,KANKO - CBO,These ads ran without a disclaimer,≤100
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,≤100
101395678744958,Hon Philomena Chenangat Loitarengan,Philomena Chenangat Loitarengan,≤100
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
561401207312234,StartUs,These ads ran without a disclaimer,≤100
287842647957979,EU International Partnerships,These ads ran without a disclaimer,≤100
405379246524515,DHL Express,These ads ran without a disclaimer,≤100
1439846809634792,Christians & Muslims Conversations,These ads ran without a disclaimer,≤100
107410862226340,Make Africa Great Again,These ads ran without a disclaimer,≤100
106327794765026,bambi.rayne,These ads ran without a disclaimer,≤100
