Page ID,Page name,Disclaimer,Amount spent (VND)
110191145479586,Học Lập Trình Online Cùng MindX,These ads ran without a disclaimer,33081
108510284767191,Lương Y: Phạm Văn Thanh - Việc Tử Tế VTV1,These ads ran without a disclaimer,20767
106034145583339,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,13024
118828961151139,Trung Tâm Nhân Giống F1,These ads ran without a disclaimer,12433
105473397490741,Phạm Thị Nga,These ads ran without a disclaimer,7320
106476091689860,Bartra Wealth Advisors,Bartra Wealth Advisors,2510
919479674872321,Báo Nghệ An,Báo Nghệ An,2448
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,2315
1509435412435707,Theanh28 Entertainment,These ads ran without a disclaimer,1696
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,1380
103696505642477,Chùa Quán Sứ,Chùa Quán Sứ,1209
143009891251546,Lương Y Phạm Văn Thanh - Đặc Trị Tiểu Đường,These ads ran without a disclaimer,884
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,407
107976099057159,Lương Y Phạm Văn Thanh - Thầy Thuốc Tiểu Đường,These ads ran without a disclaimer,296
111454152019515,Sài Gòn News,These ads ran without a disclaimer,248
110961992051943,Ebook Tài Liệu,These ads ran without a disclaimer,≤100
712294912284531,Trạm Đọc - Book Store,These ads ran without a disclaimer,≤100
105355282148912,Phạm Văn Thanh - Lương Y Vùng Cao,These ads ran without a disclaimer,≤100
117223684581204,Hoàng Thị Hảo,These ads ran without a disclaimer,≤100
