Page ID,Page name,Disclaimer,Amount spent (USD)
104835755774891,ගොඩයමු - Godayamu,The Godayamu Collective,≤100
102557421628605,Media Empowerment for a Democratic Sri Lanka - MEND,IREX MEND,≤100
108861438156179,Leader,Leader,≤100
1544194855823120,Transparency International Sri Lanka,Transparency International Sri Lanka,≤100
615715978614911,Shiraz Yoonus,Shiraz Yoonus,≤100
102582055922810,Keerthi dunuwila,Keerthi Dunuwila,≤100
107384742126815,DVA For Animal Welfare Bill Sri Lanka,Dharma Voices for Animals,≤100
188765731170141,LMD,LMD,≤100
226037544996187,Chathuranga Abeysinghe,Mudiyansalage Chathuranga Abeysinghe,≤100
866548500382327,Dr. Buddika Adikari,Buddika Adikari,≤100
335023596473,Wijeyadasa Rajapakshe,Wijeyadasa Rajapakshe,≤100
910822729253634,PublicFinance.LK,Verité Research ,≤100
115510731136459,Horu Pannamu,These ads ran without a disclaimer,≤100
107341371550141,Arogya Herbal,Arogya Herbal,≤100
131552669083406,இலங்கை இந்திய மக்கள் அமைப்பு,Velusamy Muthusamy,≤100
68916609029,Namal Rajapaksa,Namal Rajapaksa,≤100
100598174766675,Piyal Nishantha,Kukule Kankanamge Don Chanuka Jayaranjana Gunathilaka,≤100
762100017176736,"Feminist Dalit Organization - FEDO, Nepal",These ads ran without a disclaimer,≤100
1495324784014663,SolarTherm,These ads ran without a disclaimer,≤100
262652798686,Sri Dalada Maligawa,Media Bureau Sri Dalada Maligawa,≤100
285530825204,Klitschko,These ads ran without a disclaimer,≤100
