Page ID,Page name,Disclaimer,Amount spent (GTQ)
414127029025760,CABAL,CABAL,248
187073013532,Partido VIVA,Partido Visión con Valores,239
161800283848513,CREO,CREO,205
331961940541181,Partido Victoria,Partido Político Victoria,155
105946259158286,Arias Consultores Guatemala,Arias Consultores,154
196258110831945,Partido Valor,Partido Valor,150
1612828795636861,Movimiento Semilla,Movimiento Semilla,128
436246383083297,TODOS,TODOS,103
110226594945647,Partido BIEN,Partido BIEN,≤100
105216189254936,Un Líder correcto para Suchitepéquez,Un Líder correcto para Suchitepéquez,≤100
268285610002238,FCN Nación,FCN Nación,≤100
101372268406640,Unión Republicana,Unión Republicana,≤100
111229190675245,Mireya Torres,These ads ran without a disclaimer,≤100
174740409237665,TSE Guatemala,TSE Guatemala,≤100
110582257361172,Partido Azul,Partido Azul,≤100
114431391609852,Partido Político Nosotros El Palmar,Partido Político Nosotros El Palmar,≤100
96594798704,Movimiento Cívico Nacional - MCN,Movimiento Cívico Nacional,≤100
103639884893606,PIN,PARTIDO DE INTEGRACIÓN NACIONAL PIN,≤100
1979136665715746,Shop502,Shop502,≤100
102762215788405,VOS.gt,VOS.gt,≤100
238268799547266,TV Azteca Guatemala,TV Azteca Guatemala,≤100
744048319050593,Partido Humanista de Guatemala -PHG-,Partido Humanista de Guatemala -PHG-,≤100
1212640285520369,Asociación Política Caminemos,Asociación Política Caminemos,≤100
106046418877955,GuateNoticias,GuateNoticias,≤100
102241754851760,Noticias El Quetzal S. M.,Noticias El Quetzal S. M.,≤100
111949081919208,GuaTelevision,GuaTelevision,≤100
101220908193802,Toque de queda,Toque de queda,≤100
754661271544464,El Sol de Mixco,El Sol de Mixco,≤100
142556265766634,Guatemala Visible,Guatemala Visible,≤100
106555824384543,Detrás de la Política,Detrás de la Política,≤100
104069167998061,Noticias La Reforma S.M.,Noticias La Reforma S.M.,≤100
116255971414800,Política Migración,Política Migración,≤100
1466927680295354,Otrans Guatemala,Otrans Guatemala,≤100
110863925129519,Unión Repúblicana-Taxisco,Unión Repúblicana-Taxisco,≤100
379424505547,OACNUDH - Guatemala,Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos en Guatemala,≤100
110198674046882,Noticias San Cristóbal Cucho,Noticias San Cristobal Cucho,≤100
115808381519839,Los Niños de Mulet,Los ninos de mulet,≤100
114103503653411,Noticias Nuevo Progreso S.M.,Noticias Nuevo Progreso S.M.,≤100
101559144921198,Noticias San Pedro Sacatepéquez,Noticias San Pedro Sacatepéquez,≤100
304499560287545,Mariano Portillo,These ads ran without a disclaimer,≤100
1849068175149032,Movimiento Político WINAQ,Movimiento Político WINAQ,≤100
298696726936594,Senacyt/concyt,These ads ran without a disclaimer,≤100
105661345802501,Partido político Victoria Huehue,Partido político Victoria Huehue,≤100
281554395331686,República,"Republica GT, S.A.",≤100
106908785419555,Goberna Guatemala,Goberna,≤100
107592792281275,Valor Nentón,Valor Nentón,≤100
