Page ID,Page name,Disclaimer,Amount spent (AED)
118465521533899,Mubadala,These ads ran without a disclaimer,665
102217772802527,Bay Area Times,These ads ran without a disclaimer,≤100
115434554083631,albahijdecor,These ads ran without a disclaimer,≤100
109176534654871,Kibs.ae,These ads ran without a disclaimer,≤100
102561819312452,ajman_real_estate_property,These ads ran without a disclaimer,≤100
105652582408144,Md Sabuz Hasan,These ads ran without a disclaimer,≤100
146273324229976,Dreame love story 07,These ads ran without a disclaimer,≤100
100196618962078,Madame Tussauds Dubai,These ads ran without a disclaimer,≤100
122798281117740,FRED,These ads ran without a disclaimer,≤100
102635655320437,Number Match - Logic Puzzle Game,These ads ran without a disclaimer,≤100
109226351931340,Jimena Gonzalez,These ads ran without a disclaimer,≤100
109353154135430,E.N. Publishing,These ads ran without a disclaimer,≤100
450326391674911,Allianz,These ads ran without a disclaimer,≤100
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100
111601691526415,The Legacy Investments,These ads ran without a disclaimer,≤100
106403067788374,Buzz World,These ads ran without a disclaimer,≤100
121041277645274,mdmarrace,These ads ran without a disclaimer,≤100
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100
