Page ID,Page name,Disclaimer,Amount spent (NGN)
681779338505564,Yiaga Africa,Yiaga Africa with Facebook Ad Credits,12449
106961441665136,DAW EMPIRE,GRV Lagos,2843
1572089193014869,DUMO Lulu-Briggs Recommended,DUMO Lulu-Briggs Recommended,1628
903423006458068,Orodata Science,Orodata Science,1003
104180761873736,Massive Entertainment.ng,Massive Entertainment,465
1567614746869354,Daily Shopping,Awotidebe Oluwaseyifunmi,439
109442808414602,Azzembl,Electric Avenue Technologies,297
355399445235927,WE Accord,WE Accord,252
100202924924063,Page 36,Page 36,242
605599926578140,Distinguished Senator Yakubu Oseni Media Crew,Hamzat Amoto Muhammedjamiu,122
116248814706806,Vote4climateng,Adebiyi Agnes,≤100
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,≤100
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,≤100
103018869332378,BantuPage,Ikechukwu Orji,≤100
241499009731835,Ifeanyichukwu Ibezi,Ifeanyichukwu Ibezi,≤100
474949016032212,Akin Fadeyi Foundation,Akin Fadeyi Foundation,≤100
115798340116713,Ogouniquetv,Ogouniquetv,≤100
100383154696053,Lukaconfu vocal,Lukaconfu vocal,≤100
102908838246744,Enugu Think Outside The Box,Bolaji Adedotun Adeshokan,≤100
103937487661032,Readytoleadafrica,ReadyToLeadAfrica,≤100
109573533848634,Ayodele Emmanuel,These ads ran without a disclaimer,≤100
212622812984014,Ekpeye TV  Online,Buduzhi Godknows Egbe,≤100
331607657316444,The Achievers Team,These ads ran without a disclaimer,≤100
102169824695398,Rero TV,Rero TV,≤100
103056309161921,Meksmedia,Meksmedia,≤100
112349224687773,Kufre Ekpoh,Kufre Imo Ekpoh,≤100
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,≤100
104557275823271,Islamic Coin,These ads ran without a disclaimer,≤100
1617885935139653,The Liberator,The Liberator,≤100
115114358138360,Nanjing Memorial,These ads ran without a disclaimer,≤100
111912265149886,BeAnimals,These ads ran without a disclaimer,≤100
1718014475112870,Africa Legal,These ads ran without a disclaimer,≤100
101732856082479,Sogo Omo Osun,These ads ran without a disclaimer,≤100
102395884844650,CAPPA,Corporate Accountability and Public Participation Africa,≤100
109562720823279,CGTN Sports Scene,These ads ran without a disclaimer,≤100
176104589110851,IEEE,These ads ran without a disclaimer,≤100
270082823183144,Canton Fair,These ads ran without a disclaimer,≤100
2092924957605425,Solis,These ads ran without a disclaimer,≤100
106064468251927,Community Initiatives to Promote Peace,ARDA DCI,≤100
