Page ID,Page name,Disclaimer,Amount spent (VND)
116526318036371,Khám sức khỏe & tầm soát ung thư - Bệnh viện đa khoa TTH Vinh,Bệnh viện đa khoa TTH Vinh,351613
112611731763046,Bệnh Viện Đa Khoa TTH Vinh,Bệnh viện đa khoa TTH Vinh,142806
105899765783316,Đơn nguyên Mắt - Bệnh viện đa khoa TTH Vinh,Bệnh viện đa khoa TTH Vinh,98744
107876140675732,Bằng cấp Chứng Chỉ Toàn Quốc - Hải Anh,These ads ran without a disclaimer,49791
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,24570
103749562500024,Kiên Trần - Chuyên Bằng Cấp Chứng Chỉ,These ads ran without a disclaimer,19865
280124715749325,Sự Thật Về Pháp Luân Công,Sự Thật Về Pháp Luân Công,12153
919479674872321,Báo Nghệ An,These ads ran without a disclaimer,8609
101657654885243,Nhà đất giá rẻ nha trang,These ads ran without a disclaimer,3698
1507429892822619,BOM Money,BOM Money,3548
919479674872321,Báo Nghệ An,Báo Nghệ An,248
188890111132385,Oxford Academic (Oxford University Press),These ads ran without a disclaimer,≤100
