Page ID,Page name,Disclaimer,Amount spent (CAD)
163336718421,PSAC - AFPC,PSAC - AFPC,≤100
261752512263,Canadian Red Cross,Canadian Red Cross,≤100
6319213302,Heart & Stroke,Heart & Stroke,≤100
139019864276,Oxfam Canada,Oxfam Canada,≤100
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,≤100
200828269970776,PEI PC Party,Progressive Conservative Association of PEI,≤100
112554280322795,Kivalliq Hydro-Fibre Link,Kivalliq Hydro-Fibre Link,≤100
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,≤100
1097840090260804,National Police Federation,National Police Federation,≤100
115835521825983,UNHCR Canada,UNHCR Canada,≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
6695079125,TD,TD Bank Canada,≤100
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Sussex Strategy Group,≤100
113297740077607,Canadian Energy Centre,Canadian Energy Centre,≤100
281999881613,World Vision Canada,World Vision Canada,≤100
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,≤100
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
568938803293644,True North,True North,≤100
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,≤100
1671097993122619,Children Believe,Children Believe,≤100
107385241806,Plan International Canada,Plan International Canada,≤100
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,≤100
107670711947328,Only One CA,"Only One, Inc.",≤100
117109432079,CAMH Foundation,CAMH Foundation,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
19750184960,Greenpeace Canada,Greenpeace Canada,≤100
1538230646323033,SecondStreet.org,SecondStreet.org,≤100
186266941387011,BMO Financial Group,These ads ran without a disclaimer,≤100
18949384576,McClelland & Stewart,Penguin Random House Canada,≤100
102862259754198,MS.ThingsIsee,KELLY-ANN P JONES,≤100
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,≤100
121222984568561,Amnesty International Canada,Amnesty International Canada,≤100
1160948477353013,Cuba-U.S. Relations,Arnold August,≤100
652812671407912,Selam Debs,Selam Debs,≤100
184906186150,The Toronto Star,The Toronto Star,≤100
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
925033857594085,SureHealth Canada,SureHealth,≤100
117280704984394,Mood Disorders Society of Canada,Mood Disorders Society of Canada,≤100
217879704903540,Teach For Canada / Enseigner pour le Canada,Teach for Canada,≤100
35715544220,Stand.earth,Stand.earth,≤100
316302965122489,Clean Energy Canada,Clean Energy Canada,≤100
420437455160941,Planet Friendly News,Planet Friendly News,≤100
143249880633,World Animal Protection Canada,World Animal Protection Canada,≤100
106764462731658,Honest Reporting Canada,Honest Reporting Canada,≤100
105754167560390,Sumofus Canada,SumOfUs,≤100
176256900912,Saskatchewan Party,The Saskatchewan Party,≤100
1553269028327267,Star Sponsored,The Toronto Star,≤100
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,≤100
985797494956599,The News Forum,The News Forum,≤100
113305766875943,SIDE-Sommet international de l'écocitoyenneté,SIDE-Sommet international de l'écocitoyenneté,≤100
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,≤100
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF) Canada,≤100
169042736456594,All Out,ConnectAd,≤100
102051553222110,Canadian Federation of Nurses Unions,Canadian Federation of Nurses Unions,≤100
394745970602999,The Council of Canadians,The Council of Canadians,≤100
49530722523,Ecojustice,Ecojustice,≤100
5794733873,David Suzuki Foundation,David Suzuki Foundation,≤100
39168823065,Sierra Club Canada Foundation,Sierra Club Canada Foundation,≤100
53321777320,Coeur + AVC,Coeur + AVC,≤100
111231197686977,The Breach,The Breach,≤100
