Page ID,Page name,Disclaimer,Amount spent (VND)
122679611220006,Elmich Việt Nam,These ads ran without a disclaimer,103946
103497027790225,Fonos,These ads ran without a disclaimer,44824
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,25428
108856728563472,Phạm Văn Thanh,These ads ran without a disclaimer,24055
104111485877130,Thùy Lan HONDA OTO Saigon - 0983.910.924,These ads ran without a disclaimer,21430
104766922398282,Lương Y - Phạm Văn Thanh,These ads ran without a disclaimer,16104
102087689530778,Phạm Văn Thanh - Chữa Dứt Điểm Xương Khớp,These ads ran without a disclaimer,13730
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,12189
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,11267
108390095364515,Phạm Văn Thanh- Đặc Trị Xương Khớp,These ads ran without a disclaimer,1915
101771959074940,"Kẹo Lạc Hồng - Đặc Sản Tiên Yên, Quảng Ninh",These ads ran without a disclaimer,1779
108685817326606,Truther Piece Official,These ads ran without a disclaimer,1668
654396084640049,IMM GROUP,IMM Group,1534
156776368385414,Nhan Sắc Mới Khởi Đầu Mới,Nhan Sắc Mới Khởi Đầu Mới,1383
101238282600816,Phụ tùng ô tô Auto,These ads ran without a disclaimer,1048
116273448124784,Như Ý,These ads ran without a disclaimer,680
101508055149960,Chuyện trò với Bình Book,These ads ran without a disclaimer,≤100
103696505642477,Chùa Quán Sứ,Chùa Quán Sứ,≤100
105310469026814,Nhật Bản Chờ Tôi Nhé,These ads ran without a disclaimer,≤100
1517088885216557,AIG,These ads ran without a disclaimer,≤100
106842858489193,Cooking Center - Restaurant Game,These ads ran without a disclaimer,≤100
106016755598424,Nguồn Thu Nhập Ổn Định - Đầu Tư 5.0,These ads ran without a disclaimer,≤100
103793018450481,Phạm Văn Thanh - Lào Cai 0973511926,These ads ran without a disclaimer,≤100
