Page ID,Page name,Disclaimer,Amount spent (VND)
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,103958
110191145479586,Học Lập Trình Online Cùng MindX,These ads ran without a disclaimer,52765
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,49051
105473397490741,Phạm Thị Nga,These ads ran without a disclaimer,18465
114203975049983,Lương Y Phạm Văn Thanh-0795026778,These ads ran without a disclaimer,10374
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,8807
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,2963
107780358895636,King Fucoidan & Agaricus Được Bộ Y Tế cấp phép,These ads ran without a disclaimer,2408
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,834
306708119852177,Hncmua.com,These ads ran without a disclaimer,554
108685817326606,Truther Piece Official,These ads ran without a disclaimer,112
115336071476620,Định Hướng Tương Lai,These ads ran without a disclaimer,≤100
712294912284531,Trạm Đọc - Book Store,These ads ran without a disclaimer,≤100
101478189323986,Thầy Phạm Văn Thanh Lào Cai,These ads ran without a disclaimer,≤100
192381083777,Hyundai Worldwide,These ads ran without a disclaimer,≤100
