Page ID,Page name,Disclaimer,Amount spent (CRC)
450806748585319,María Marta Carballo Diputada,Gabriela De Los Angeles Marin Quijano,1648
643513979193133,Unidos por Beatriz,Neuma,615
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,554
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,554
265843867173714,La Revista,La Revista,429
117476041631671,AmCham Costa Rica,AmCham Costa Rica,≤100
109376494661183,Aliaxis Latam,These ads ran without a disclaimer,≤100
105426172254117,brave_sinergy,These ads ran without a disclaimer,≤100
114777685207518,Viva: Juntos por la Niñez,These ads ran without a disclaimer,≤100
111169113780515,Instituto de Educación y Crianza,These ads ran without a disclaimer,≤100
593483960666081,Fundación WWB Colombia,These ads ran without a disclaimer,≤100
274138756817,Architonic,These ads ran without a disclaimer,≤100
