Page ID,Page name,Disclaimer,Amount spent (KES)
112266321583911,Green informal,These ads ran without a disclaimer,204
106372778411118,Hon yahya abdiow,These ads ran without a disclaimer,≤100
100593659226383,Jubilee Party - Mbele Pamoja,Jubilee Party - Mbele Pamoja,≤100
112398928398501,Wanjiku Thiga,Wanjiku Thiga,≤100
113294518417695,Kithure Kindiki Fans,Vinson Kyalo Lui,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
509725492464019,Hon Simon Ng'ang'a King'ara - SK,Simon Nganga Kingara,≤100
28312410177,World Food Programme,These ads ran without a disclaimer,≤100
117611754686157,Sixty 4 Tribes Press,These ads ran without a disclaimer,≤100
1589154051350606,FOZ - Friends of Zion Museum,These ads ran without a disclaimer,≤100
142205772542022,Accountability Lab,These ads ran without a disclaimer,≤100
565225540184937,CGTN,These ads ran without a disclaimer,≤100
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,≤100
