Page ID,Page name,Disclaimer,Amount spent (NOK)
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,348
234659001772,Arbeiderpartiet,Arbeiderpartiet,237
10953652930,Høyre,Høyre,208
135843375926,UNICEF Norge,UNICEF Norge,139
106525135779095,Forebygging som fungerer,Tryggere Ruspolitikk,117
371106536283235,DAG OG TID,Dag og Tid AS,≤100
322525743444,Get Inspired,These ads ran without a disclaimer,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
108137439269914,Færder Arbeiderparti,Færder Arbeiderparti,≤100
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
179717228781217,Moss Arbeiderparti,Moss Arbeiderparti,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,≤100
116849158413174,Fredrikstad SV,Fredrikstad SV,≤100
131267734363,Kirkens Nødhjelp,Kirkens Nødhjelp,≤100
20468812735,LO,LO,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
11526489541,Senterpartiet,Senterpartiet,≤100
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,≤100
109364642176231,Yap Bussines,These ads ran without a disclaimer,≤100
387075338568282,Pressure,Pressure,≤100
149452772322646,Snusinfo.no,Swedich Match Norge,≤100
102203325950193,Ingvild Lemme Kristiansen,Stendi,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge,≤100
108203984145752,Kruse Larsen,Kruse Larsen,≤100
168850569832136,Færder Høyre,Færder Høyre,≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
781470095268908,Skien Venstre,Skien Venstre,≤100
118470544845764,Moss SV,Moss SV,≤100
798750773559841,Bufdir,"Barne-, ungdoms-, og familiedirektoratet",≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
111036919049229,Offshore Norge,Offshore Norge,≤100
227191093978100,Bømlo Arbeiderparti,Bømlo Arbeiderparti,≤100
109197949130115,Kvinnefronten,Kvinnefronten i Norge,≤100
113006005045036,Attack konferansen,Attack konferansen,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
128566103830426,Civita,Civita AS,≤100
189196954458836,Klar Tale,Stiftelsen Klar Tale,≤100
111322125898812,Filter Nyheter,Filter Nyheter,≤100
100231879042950,Fylkesordførerkandidat Niklas Memic-Eriksen - FrP,Fylkesordførerkandidat Niklas Memic-Eriksen - FrP,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
101429938877183,Burgerheim,These ads ran without a disclaimer,≤100
270746343377367,FLR,Fagforening for Luftfart og Reiseliv,≤100
10254410675,Venstre,Venstre,≤100
112631767587663,Meninger24,Meninger24,≤100
159084565236,Transit magasin,Transit Media AS,≤100
119062344777724,Bjerke FrP,Bjerke FrP,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge SA,≤100
102264419459588,Akershus Høyre,Akershus Høyre,≤100
101517431718355,Generasjonspartiet,Generasjonspartiet,≤100
100885889429302,Verdinytt,Verdinytt AS,≤100
105706168752816,NHO Geneo,NHO Geneo,≤100
189503977888359,Drammen MDG,Drammen MDG,≤100
226417544192807,Tankesmien Agenda,Tankesmien Agenda,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
7783116506,Animals Asia,These ads ran without a disclaimer,≤100
275389322558295,LOs sommerpatrulje,LO,≤100
544509242351729,Felleslista Færder Rødt/SV,Felleslista Færder Rødt/SV,≤100
192765217401184,Fru Timian,These ads ran without a disclaimer,≤100
330056561320,Changemaker Norge,Changemaker Norge,≤100
200983583270624,NHO Service og Handel,NHO Service og Handel,≤100
609322219124074,Bærum MDG,Bærum Miljøpartiet de Grønne,≤100
216398705057225,Enebakk Arbeiderparti,Enebakk Arbeiderparti,≤100
217610311592724,Bærum Arbeiderparti,Bærum Arbeiderparti,≤100
109499642080209,HenlagtNorge.no,These ads ran without a disclaimer,≤100
100682016119457,Universitetsplassen - UiO,Universitetet i Oslo,≤100
511107742592187,Lawemedia,These ads ran without a disclaimer,≤100
205332123261241,Знакомства RusDate,These ads ran without a disclaimer,≤100
108568052261017,Hовости Европы,These ads ran without a disclaimer,≤100
119521264725553,Q21,These ads ran without a disclaimer,≤100
