Page ID,Page name,Disclaimer,Amount spent (UYU)
107178538748255,Acción País Salto,Acción País Salto,373
2229936167288652,Juan Sartori,Equipo Juan Sartori,125
101576612559854,Encuentro ENFA,Encuentro EnFA,≤100
225968600759645,Andrés Lima,Andrés Lima,≤100
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,≤100
383445061841675,Casa Grande FA,Casa Grande,≤100
860395507438977,Compromiso con el Cambio,Compromiso con el Cambio,≤100
1633909283493941,Ert Bps,Director Representante del Sector Trabajadores Ramón Ruiz,≤100
103988995047541,Diputada Nancy Nuñez Soler,Nancy Nuñez,≤100
559075217782590,Cuerpo de Agua - Mar Velez,These ads ran without a disclaimer,≤100
294017310722101,Senador Dupont,These ads ran without a disclaimer,≤100
530640683655093,President,These ads ran without a disclaimer,≤100
104592172188409,Best Novel,These ads ran without a disclaimer,≤100
