Page ID,Page name,Disclaimer,Amount spent (ZAR)
102268322635915,The Finance Daily,The Finance Daily,2029
136956534616,Times LIVE,TimesLIVE,485
57206003848,Greenpeace Africa,Greenpeace Africa,474
1742410059361710,AwakeMzansi,Awake Mzansi,409
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,300
325113820874966,OUTA - Organisation Undoing Tax Abuse,Organisation Undoing Tax Abuse (OUTA),206
116657351312927,Pledge To Vote SA,Pledge to Vote,184
478479492268974,Sunday Times ZA,Sunday Times,146
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,146
817419378298114,Herman Mashaba,ActionSA,114
106172744063430,The Daily Friend,The Daily Friend,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
2145594122138312,Action Society,Action Society,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
1442286572460668,Inside Education,Inside Education,≤100
281514245300699,Democratic Alliance Merafong,Carl Sebastian Steenekamp,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
629021617133721,Judges Matter,Judges Matter,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
112933978402440,Zackie2024,ZA2024,≤100
367090596695704,LitNet,These ads ran without a disclaimer,≤100
618787431488714,Democratic Alliance Youth Free State,Democratic Alliance Free State,≤100
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,≤100
104903384689810,5 stars store,These ads ran without a disclaimer,≤100
1456057934668466,CBS Reality SA,These ads ran without a disclaimer,≤100
101998658413144,Black Streak Anime,These ads ran without a disclaimer,≤100
159616247472762,Krajané,These ads ran without a disclaimer,≤100
19356432310,California Academy of Sciences,These ads ran without a disclaimer,≤100
285530825204,Klitschko,These ads ran without a disclaimer,≤100
108532260659720,papitozway,These ads ran without a disclaimer,≤100
1533787643335583,QuillBot,These ads ran without a disclaimer,≤100
