Page ID,Page name,Disclaimer,Amount spent (KES)
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,≤100
100835685957727,PRO PEACE KENYA,Trance Marketing Hub Ltd,≤100
693849871003458,KENYA HOT TODAY,Peris Wambui Mugi,≤100
101618851420739,Kenyan Truth Teller,Peris Wambui Mugi,≤100
1913963825321863,Kenya Insights,Peris Wambui Mugi,≤100
1743520282644325,National Security Watch,Peris Wambui Mugi,≤100
108703681766380,Hustler Media,Robert Waswa Simiyu,≤100
109782391741485,Hon shadrack bett,These ads ran without a disclaimer,≤100
327481331073838,The People's Law Society of Kenya,Peris Wambui Mugi,≤100
110923661403774,Ma3Route,Peris Wambui Mugi,≤100
2118376161797721,Business Analytica Kenya,Peris Wambui Mugi,≤100
423614001029203,Leon Remnant,These ads ran without a disclaimer,≤100
